treated,period,school_site_id,school_names,sales,mean_price,upper_sales,upper_sale_value,upper_mean_price,upper_apartment_share,upper_mean_building_sqft,upper_mean_age,upper_contribution_to_group_mean,share_of_group_upper_value,share_of_group_upper_sales
0,2008-2012,610139,George M Pullman Elementary School,71,112154.826227491,10,2164779.0493446,216477.90493446,0.5,2927.3,119.5,685.707649459805,0.0063149621424205,0.0126742712294043
0,2008-2012,610143,William C Reavis Math & Science Specialty ES,28,246150.456359774,12,5781942.19152233,481828.515960195,0.5,5483.75,113.75,1831.46727637705,0.0168667310690122,0.0152091254752852
0,2008-2012,610172,William T Sherman Elementary School,89,128360.236196853,19,7706492.75223822,405604.881696748,0.894736842105263,2004.15789473684,111.368421052632,2441.08101116193,0.0224809132349818,0.0240811153358682
0,2008-2012,610176,John D Shoop Math-Science Technical Academy ES,53,64803.6874142557,1,203099.476820637,203099.476820637,0,1072,46,64.3330620274428,0.000592469475190105,0.00126742712294043
0,2008-2012,610180,John M Smyth Elementary School,1,510985.643178173,1,510985.643178173,510985.643178173,0,1925,3,161.857980100783,0.00149061632547095,0.00126742712294043
0,2008-2012,610193,William K New Sullivan Elementary School,31,55922.7676864578,2,525939.109484227,262969.554742114,1,3848.5,117.5,166.594586469505,0.00153423767040649,0.00253485424588086
0,2008-2012,610218,Joseph Warren Elementary School,60,133747.11261186,18,4533144.91658256,251841.384254586,0.111111111111111,1528.66666666667,56.7222222222222,1435.90272935779,0.0132238154018497,0.0228136882129278
0,2008-2012,610221,Daniel Webster Elementary School,64,69306.6130571972,5,1790198.23360146,358039.646720292,1,2575,104.8,567.056773392924,0.00522225770618204,0.00633713561470215
0,2008-2012,610225,John Whistler Elementary School,108,88646.6271402546,4,919741.396835309,229935.349208827,0,1051.25,46.25,291.33398696082,0.00268301381777986,0.00506970849176172
0,2008-2012,610256,Jackie Robinson Elementary School,65,315471.783901847,43,17964364.175288,417775.911053209,0.255813953488372,2540.60465116279,77.1162790697674,5690.327581656,0.0524045535797034,0.0544993662864385
0,2008-2012,610268,Arthur R Ashe Elementary School,50,110547.274154178,7,1865406.5997493,266486.657107043,0.714285714285714,5281.14285714286,80.4285714285714,590.879505780583,0.00544165099029604,0.00887198986058302
0,2008-2012,610281,Adam Clayton Powell Paideia Community Academy ES,32,123999.041857119,6,2196547.54926387,366091.258210645,0.666666666666667,4617.33333333333,96.5,695.770525582473,0.00640763528353039,0.00760456273764259
0,2008-2012,610282,Ronald E McNair Elementary School,74,97515.0365371698,8,2962682.06883963,370335.258604954,0.875,2260,82.125,938.448548888067,0.00864255643568548,0.0101394169835234
0,2008-2012,610299,William A Hinton Elementary School,80,121622.167854532,16,5650755.04346183,353172.190216365,0.875,2409.25,109.625,1789.91290575288,0.0164840398775832,0.0202788339670469
0,2008-2012,610339,Amos Alonzo Stagg Elementary School,114,93943.7721876966,11,4076996.25848207,370636.02349837,0.636363636363636,1933.54545454545,101.454545454545,1291.4147160222,0.0118931662032202,0.0139416983523447
0,2008-2012,610345,Carter G Woodson South Elementary School,29,230526.201020158,14,4563982.22767908,325998.730548505,0.428571428571429,3582.35714285714,34.7142857142857,1445.67064544792,0.0133137721354053,0.017743979721166
0,2008-2012,610347,Claremont Academy Elementary School,88,82843.7335034934,5,2162059.7216432,432411.94432864,1,2448,90.4,684.846284967754,0.00630702948458533,0.00633713561470215
0,2008-2012,610521,Sir Miles Davis Magnet Elementary Academy,89,113896.847526967,15,5650985.55901393,376732.370600929,0.8,2055.6,97.9333333333333,1789.9859230326,0.0164847123235704,0.0190114068441065
0,2014-2018,609797,Jacob Beidler Elementary School,55,169302.032977149,14,4255816.04944245,303986.860674461,0.785714285714286,2519.35714285714,102.357142857143,1134.58172472473,0.00852889834416877,0.0149253731343284
0,2014-2018,609809,Lorenz Brentano Math & Science Academy ES,147,703237.7149941,146,103220474.747557,706989.553065462,0.383561643835616,2300.45890410959,90.2945205479452,27518.1217668775,0.206859724652359,0.155650319829424
0,2014-2018,609812,William H Brown Elementary School,3,926782.507606054,3,2780347.52281816,926782.507606054,1,5056.66666666667,122.333333333333,741.228345192792,0.00557197517657847,0.00319829424307036
0,2014-2018,609819,Edmond Burke Elementary School,16,251031.585460987,7,2916878.128707,416696.875529571,0.857142857142857,7170.85714285714,113.857142857143,777.626800508397,0.00584559030584286,0.00746268656716418
0,2014-2018,609848,Ira F Aldridge Elementary School,13,42167.1140289274,0,0,,,,,0,0,0
0,2014-2018,609864,John W Cook Elementary School,155,124475.733855406,18,5209179.9656715,289398.88698175,0.888888888888889,3698.22222222222,95.0555555555556,1388.74432569222,0.0104394940635447,0.0191897654584222
0,2014-2018,609869,Anna R. Langford Community Academy,23,48033.3833681608,0,0,,,,,0,0,0
0,2014-2018,609873,Crown Community Academy of Fine Arts Center ES,71,116127.140015512,3,879222.678609649,293074.226203216,1,2486.66666666667,122.666666666667,234.396875129205,0.00176201244617513,0.00319829424307036
0,2014-2018,609902,Ralph H Metcalfe Elementary Community Academy,79,59816.0518640251,0,0,,,,,0,0,0
0,2014-2018,609917,Fernwood Elementary School,132,96976.0529806585,5,1237425.66011062,247485.132022123,0,1147.4,85.2,329.892204774891,0.00247987167230408,0.00533049040511727
0,2014-2018,609928,Melville W Fuller Elementary School,82,328743.824468997,45,21180860.3284129,470685.785075842,0.355555555555556,2363,80.2,5646.72362794265,0.0424476533958129,0.0479744136460554
0,2014-2018,609947,Alexander Graham Elementary School,110,215266.626730686,41,14383227.3855933,350810.42403886,0.390243902439024,1974.51219512195,84.219512195122,3834.50476822001,0.0288248088751065,0.0437100213219616
0,2014-2018,609986,Charles R Henderson Elementary School,108,56177.5309205878,1,196908.992664586,196908.992664586,0,876,103,52.4950660262826,0.000394616863599861,0.00106609808102345
0,2014-2018,609987,Thomas A Hendricks Elementary Community Academy,66,138042.890510265,9,3679371.70374641,408819.078194045,0,2002.44444444444,25.5555555555556,980.904213208853,0.00737367096394483,0.00959488272921109
0,2014-2018,609991,Theodore Herzl Elementary School,24,120495.694436736,1,304241.791545218,304241.791545218,1,6087,108,81.1095152080027,0.000609717920603476,0.00106609808102345
0,2014-2018,609997,Oliver Wendell Holmes Elementary School,74,70544.0518438798,2,590002.691841236,295001.345920618,1,2513,106.5,157.292106595904,0.00118239907999762,0.00213219616204691
0,2014-2018,610012,Edward Jenner Elementary Academy of the Arts,45,797107.098136246,45,35869819.4161311,797107.098136246,0,1838.6,10.3333333333333,9562.73511493764,0.0718851660573894,0.0479744136460554
0,2014-2018,610013,Pilsen Elementary Community Academy,58,452490.195814126,37,22671357.3393732,612739.387550627,0.837837837837838,3126.72972972973,114.540540540541,6044.08353489021,0.0454346945040472,0.0394456289978678
0,2014-2018,610015,Joseph Jungman Elementary School,62,454829.626995064,50,25687727.1685102,513754.543370204,0.78,2821.8,115.62,6848.23438243407,0.0514796718579198,0.0533049040511727
0,2014-2018,610029,Rodolfo Lozano Bilingual & International Ctr ES,58,819712.635320157,58,47543332.8485691,819712.635320157,0.637931034482759,2542.81034482759,88.9310344827586,12674.8421350491,0.095279553462267,0.0618336886993603
0,2014-2018,610030,Charles Kozminski Elementary Community Academy,83,584511.676268102,80,48033027.9279481,600412.849099351,0.1375,2322.4875,68.9,12805.3926760725,0.0962609303599387,0.0852878464818763
0,2014-2018,610032,Wendell E Green Elementary School,91,117201.671721687,7,1724319.61892866,246331.374132666,0,1508,73.1428571428571,459.695979453122,0.00345563496444473,0.00746268656716418
0,2014-2018,610034,Lawndale Elementary Community Academy,74,140990.647138602,8,3035462.70115022,379432.837643777,1,4713.5,73,809.24092272733,0.0060832405594734,0.00852878464818763
0,2014-2018,610037,Arthur A Libby Elementary School,69,76223.3311958998,4,1010305.51935354,252576.379838384,1,3351.5,90.5,269.342980366179,0.00202470994305495,0.00426439232409382
0,2014-2018,610047,James Madison Elementary School,100,104764.63884662,7,1731379.376691,247339.910955857,1,2780.85714285714,102.857142857143,461.578079629699,0.00346978312206948,0.00746268656716418
0,2014-2018,610062,George B McClellan Elementary School,135,432371.114067537,117,55127384.0485184,471174.222636909,0.41025641025641,2144.5641025641,84.7264957264957,14696.7166218391,0.110478425069937,0.124733475479744
0,2014-2018,610065,Emmett Louis Till Math and Science Academy,196,128692.180767442,23,7994796.60604884,347599.852436906,0.91304347826087,3539.52173913044,109.782608695652,2131.37739430788,0.0160220288525462,0.0245202558635394
0,2014-2018,610106,Brian Piccolo Elementary Specialty School,194,139046.58307406,20,5902665.7880135,295133.289400675,0.6,1925.05,94.2,1573.62457691642,0.0118292792453202,0.0213219616204691
0,2014-2018,610116,Parkside Elementary Community Academy,76,314474.083115195,45,20183049.676034,448512.215022977,0.422222222222222,4827.53333333333,90.9555555555555,5380.71172381604,0.0404479838795556,0.0479744136460554
0,2014-2018,610123,William Penn Elementary School,98,125360.72154036,7,2332068.13818605,333152.591169436,1,5574.42857142857,96,621.719045104253,0.00467359769576261,0.00746268656716418
0,2014-2018,610139,George M Pullman Elementary School,133,106120.900931469,1,462554.923825801,462554.923825801,1,6627,100,123.315095661371,0.000926986476406054,0.00106609808102345
0,2014-2018,610143,William C Reavis Math & Science Specialty ES,25,418025.21710465,12,9800703.46569555,816725.288807963,0.5,4941,105.583333333333,2612.82417107319,0.0196411693055227,0.0127931769722814
0,2014-2018,610172,William T Sherman Elementary School,70,58390.3979545541,0,0,,,,,0,0,0
0,2014-2018,610176,John D Shoop Math-Science Technical Academy ES,60,82728.1870241889,0,0,,,,,0,0,0
0,2014-2018,610180,John M Smyth Elementary School,2,512735.091996546,2,1025470.18399309,512735.091996546,0,1948.5,11.5,273.385812848065,0.00205510079680228,0.00213219616204691
0,2014-2018,610193,William K New Sullivan Elementary School,33,73446.9320052083,2,601783.1555096,300891.5777548,1,2360,128.5,160.432726075607,0.00120600780178149,0.00213219616204691
0,2014-2018,610218,Joseph Warren Elementary School,94,139529.74861506,7,1870829.52830568,267261.361186526,0.142857142857143,1931.42857142857,63.5714285714286,498.754872915404,0.00374924918765668,0.00746268656716418
0,2014-2018,610221,Daniel Webster Elementary School,61,88060.4364823058,2,542498.512747204,271249.256373602,1,3741,13,144.62770267854,0.00108719799289488,0.00213219616204691
0,2014-2018,610225,John Whistler Elementary School,153,92204.5631459429,0,0,,,,,0,0,0
0,2014-2018,610256,Jackie Robinson Elementary School,78,365662.447127512,55,24931249.7885861,453295.450701566,0.236363636363636,2346.4,84.8,6646.56086072678,0.049963647998317,0.05863539445629
0,2014-2018,610268,Arthur R Ashe Elementary School,72,134106.355848699,10,3088008.81486276,308800.881486276,0.9,4466.6,81.5,823.249484100974,0.00618854597141527,0.0106609808102345
0,2014-2018,610281,Adam Clayton Powell Paideia Community Academy ES,41,154327.525029154,8,2798133.48002263,349766.685002829,0.75,3352.375,114.375,745.97000267199,0.00560761925028568,0.00852878464818763
0,2014-2018,610282,Ronald E McNair Elementary School,78,124111.284877457,6,1940769.24493755,323461.540822925,0.833333333333333,2825.33333333333,99.6666666666667,517.400491852186,0.00388941237291731,0.00639658848614073
0,2014-2018,610299,William A Hinton Elementary School,65,97874.9542319348,6,2017640.50283228,336273.417138713,1,6508.33333333333,117,537.894029014204,0.00404346676261736,0.00639658848614073
0,2014-2018,610339,Amos Alonzo Stagg Elementary School,126,68816.3586572604,3,843130.402335852,281043.467445284,1,3875,65.3333333333333,224.774834000494,0.00168968146387405,0.00319829424307036
0,2014-2018,610345,Carter G Woodson South Elementary School,26,370936.870931334,19,8741539.97609497,460081.051373419,0.473684210526316,3709.68421052632,72.0526315789474,2330.45587205944,0.0175185452006012,0.0202558635394456
0,2014-2018,610347,Claremont Academy Elementary School,78,68631.4840026598,0,0,,,,,0,0,0
0,2014-2018,610521,Sir Miles Davis Magnet Elementary Academy,59,48454.7614534225,2,642814.064066251,321407.032033126,1,2328.5,113.5,171.371384715076,0.00128823608514313,0.00213219616204691
1,2008-2012,609906,Robert Emmet Elementary School,18,159176.084026108,1,1060952.53180249,1060952.53180249,0,2034,108,772.163414703413,0.00565715245926656,0.00290697674418605
1,2008-2012,609932,Jesse Owens Elementary Community Academy,37,102832.944103875,0,0,,,,,0,0,0
1,2008-2012,610020,Francis Scott Key Elementary School,36,98809.2339490676,3,953270.90694168,317756.96898056,0.333333333333333,5114,108.666666666667,693.792508691179,0.00508297844993157,0.00872093023255814
1,2008-2012,610023,William H King Elementary School,60,242102.330332441,19,7889518.85476597,415237.834461367,0.526315789473684,2523.73684210526,46.5789473684211,5742.00790012079,0.042068056443432,0.0552325581395349
1,2008-2012,610028,Alfred David Kohn Elementary School,49,66362.4017647662,0,0,,,,,0,0,0
1,2008-2012,610031,Jean D Lafayette Elementary School,96,357007.612207209,49,24339050.2390429,496715.311000875,0.73469387755102,3316.63265306122,102.326530612245,17714.0103632044,0.129779338649664,0.142441860465116
1,2008-2012,610072,Garrett A Morgan Elementary School,13,145484.867268015,2,762316.535230847,381158.267615424,0,2621,4.5,554.815527824488,0.00406478210169688,0.00581395348837209
1,2008-2012,610085,Near North Elementary School,33,496625.728608843,21,12920340.4483801,615254.30706572,0.619047619047619,2504.47619047619,64.6666666666667,9403.45010799136,0.0688931253294958,0.061046511627907
1,2008-2012,610114,Francis Parkman Elementary School,20,138445.421773517,4,1517644.72757968,379411.18189492,0.75,1747,74.5,1104.54492545828,0.00809230134767106,0.0116279069767442
1,2008-2012,610119,Elizabeth Peabody Elementary School,76,521309.961894398,60,35244128.9045944,587402.148409907,0.783333333333333,3553.8,86.1333333333334,25650.7488388606,0.187926796469016,0.174418604651163
1,2008-2012,610134,Nathaniel Pope Elementary School,47,163149.849009631,6,3339417.25624587,556569.542707646,0.333333333333333,2657.83333333333,36.1666666666667,2430.43468431286,0.0178062561494556,0.0174418604651163
1,2008-2012,610150,Betsy Ross Elementary School,18,132655.501528119,1,481382.913770835,481382.913770835,1,2000,100,350.351465626517,0.00256680337042124,0.00290697674418605
1,2008-2012,610156,Louis Armstrong Math & Science Elementary School,38,124993.91038379,4,1567271.970739,391817.992684749,0.75,2305.75,84.75,1140.6637341623,0.00835692099112332,0.0116279069767442
1,2008-2012,610160,Songhai Elementary Learning Institute,58,46578.5536969012,0,0,,,,,0,0,0
1,2008-2012,610161,Arna Wendell Bontemps Elementary School,99,113054.093579596,16,6451253.25283676,403203.328302297,0.9375,2346.25,105.875,4695.23526407333,0.0343990160828713,0.0465116279069768
1,2008-2012,610187,Graeme Stewart Elementary School,7,767770.016287043,7,5374390.1140093,767770.016287043,1,6266.85714285714,105.857142857143,3911.49207715379,0.0286570259640849,0.0203488372093023
1,2008-2012,610205,Lyman Trumbull Elementary School,89,633432.678502248,83,54390184.5060543,655303.427783786,0.506024096385542,2331.59036144578,96.1084337349398,39585.2871223102,0.290016336089641,0.241279069767442
1,2008-2012,610210,Alexander von Humboldt Elementary School / Ana Roque de Duprey Elementary School,97,304345.947784366,39,18822842.0801458,482636.976413995,0.692307692307692,3065.4358974359,97.8205128205128,13699.302823978,0.100366118343838,0.113372093023256
1,2008-2012,610224,West Pullman Elementary School,58,53310.3076720633,0,0,,,,,0,0,0
1,2008-2012,610233,Elihu Yale Elementary School,43,133096.716517915,5,1728519.86520878,345703.973041757,1,2702.2,97.6,1258.02028035574,0.0092167181030653,0.0145348837209302
1,2008-2012,610240,Matthew A Henson Elementary School,35,103465.600066796,2,891252.840938757,445626.420469379,1,3108,103,648.655633871002,0.00475228914565956,0.00581395348837209
1,2008-2012,610241,Guglielmo Marconi Elementary Community Academy,38,123837.696253943,5,2323859.8094021,464771.961880421,0.8,2269.6,86.6,1691.30990495058,0.0123911568535634,0.0145348837209302
1,2008-2012,610243,John Calhoun North Elementary School,77,106039.6090202,4,1399044.34215776,349761.085539441,1,2487.5,114.5,1018.22732325892,0.00745990692666932,0.0116279069767442
1,2008-2012,610273,Ignance Paderewski Elementary Learning Academy,23,117131.789754981,1,1068429.4072707,1068429.4072707,1,2694,105,777.605099905895,0.00569702024144787,0.00290697674418605
1,2008-2012,610277,Anthony Overton Elementary School,40,192026.679929102,4,1689214.11313465,422303.528283664,0.25,3897,124,1229.41347389713,0.00900713414398684,0.0116279069767442
1,2008-2012,610280,Kate S Buckingham Special Education Center,85,126164.697781103,0,0,,,,,0,0,0
1,2008-2012,610285,Granville T Woods Math & Science Academy ES,43,130456.438776856,8,3327510.26411015,415938.783013769,1,2486,108.25,2421.76875117187,0.0177427663439988,0.0232558139534884
1,2008-2012,610348,Nathan R Goldblatt Elementary School,5,131855.608981639,0,0,,,,,0,0,0
1,2008-2012,610365,Mary McLeod Bethune Elementary School,36,117293.511488635,0,0,,,,,0,0,0
1,2014-2018,609906,Robert Emmet Elementary School,46,121371.763437431,0,0,,,,,0,0,0
1,2014-2018,609932,Jesse Owens Elementary Community Academy,58,91806.6471363805,0,0,,,,,0,0,0
1,2014-2018,610020,Francis Scott Key Elementary School,47,162597.422551737,0,0,,,,,0,0,0
1,2014-2018,610023,William H King Elementary School,99,383675.855740565,27,16815889.8677742,622810.735843487,0.851851851851852,3048.85185185185,60.7407407407407,10316.4968513952,0.0501637928198241,0.0660146699266504
1,2014-2018,610028,Alfred David Kohn Elementary School,48,50846.3311633842,0,0,,,,,0,0,0
1,2014-2018,610031,Jean D Lafayette Elementary School,120,581338.723101204,71,51863880.8279632,730477.194760046,0.802816901408451,3349.47887323944,99.8591549295775,31818.3317962965,0.1547161044193,0.17359413202934
1,2014-2018,610072,Garrett A Morgan Elementary School,14,73338.7645882646,0,0,,,,,0,0,0
1,2014-2018,610085,Near North Elementary School,51,735733.529198181,38,32321149.7246444,850556.571701168,0.605263157894737,2669.23684210526,81.8947368421053,19828.9262114383,0.0964178209559235,0.0929095354523227
1,2014-2018,610114,Francis Parkman Elementary School,14,74253.5183862102,0,0,,,,,0,0,0
1,2014-2018,610119,Elizabeth Peabody Elementary School,83,788667.716744804,73,60917511.3004885,834486.456171075,0.780821917808219,2918.04109589041,111.739726027397,37372.7063193181,0.181724157330098,0.178484107579462
1,2014-2018,610134,Nathaniel Pope Elementary School,66,120753.724434934,0,0,,,,,0,0,0
1,2014-2018,610150,Betsy Ross Elementary School,17,188185.817757614,0,0,,,,,0,0,0
1,2014-2018,610156,Louis Armstrong Math & Science Elementary School,79,125972.417665992,0,0,,,,,0,0,0
1,2014-2018,610160,Songhai Elementary Learning Institute,41,43889.6061861549,0,0,,,,,0,0,0
1,2014-2018,610161,Arna Wendell Bontemps Elementary School,70,67950.5417991718,0,0,,,,,0,0,0
1,2014-2018,610187,Graeme Stewart Elementary School,6,1004823.6353838,6,6028941.81230282,1004823.6353838,0.833333333333333,4661,110.666666666667,3698.73730816124,0.0179850480927992,0.0146699266503667
1,2014-2018,610205,Lyman Trumbull Elementary School,130,866884.226254811,116,107053603.400501,922875.891383627,0.491379310344828,2755.13793103448,93.5258620689655,65677.0573009207,0.319353589005704,0.28361858190709
1,2014-2018,610210,Alexander von Humboldt Elementary School / Ana Roque de Duprey Elementary School,110,652898.017348703,73,57512778.522625,787846.28113185,0.73972602739726,3437.80821917808,93.3698630136986,35283.9132040644,0.171567435859002,0.178484107579462
1,2014-2018,610224,West Pullman Elementary School,72,65307.0688480291,0,0,,,,,0,0,0
1,2014-2018,610233,Elihu Yale Elementary School,45,82843.0533979453,2,1044624.56103313,522312.280516564,1,8642.5,112.5,640.873963824004,0.00311623889465338,0.00488997555012225
1,2014-2018,610240,Matthew A Henson Elementary School,32,91642.689026424,0,0,,,,,0,0,0
1,2014-2018,610241,Guglielmo Marconi Elementary Community Academy,49,103048.673441616,0,0,,,,,0,0,0
1,2014-2018,610243,John Calhoun North Elementary School,86,196648.139836989,0,0,,,,,0,0,0
1,2014-2018,610273,Ignance Paderewski Elementary Learning Academy,19,104611.633495844,0,0,,,,,0,0,0
1,2014-2018,610277,Anthony Overton Elementary School,49,286354.282818955,3,1661285.85148817,553761.950496055,1,5725.33333333333,119.666666666667,1019.19377391912,0.0049558126226946,0.00733496332518337
1,2014-2018,610280,Kate S Buckingham Special Education Center,110,117661.153425134,0,0,,,,,0,0,0
1,2014-2018,610285,Granville T Woods Math & Science Academy ES,30,66312.968802533,0,0,,,,,0,0,0
1,2014-2018,610348,Nathan R Goldblatt Elementary School,4,115514.478671539,0,0,,,,,0,0,0
1,2014-2018,610365,Mary McLeod Bethune Elementary School,35,141616.624335655,0,0,,,,,0,0,0
