term,estimate,std_error,t_statistic,p_value,conf_low,conf_high,ring,weighting,specification,outcome,estimator,sale_year
sale_year::2010:treated,-19763.5304366337,19333.1415337182,-1.02226171582952,0.309900059980746,-58268.8188877239,18741.7580144565,annulus_0125_025,equal_transaction,site_hedonics,dollars,event,2010
sale_year::2011:treated,3509.58308430878,17237.2223624437,0.203604908639772,0.839206440571985,-30821.3205613248,37840.4867299424,annulus_0125_025,equal_transaction,site_hedonics,dollars,event,2011
sale_year::2013:treated,17484.3045551279,22140.8251386864,0.789686221972719,0.4321679529738,-26612.9704285259,61581.5795387816,annulus_0125_025,equal_transaction,site_hedonics,dollars,event,2013
sale_year::2014:treated,30853.6037510963,31463.7446947862,0.980608126921683,0.329897371123393,-31811.8747543619,93519.0822565545,annulus_0125_025,equal_transaction,site_hedonics,dollars,event,2014
sale_year::2015:treated,44290.0582088992,37996.4514343816,1.16563669861083,0.247406602837353,-31386.4333766523,119966.549794451,annulus_0125_025,equal_transaction,site_hedonics,dollars,event,2015
sale_year::2016:treated,74588.4143004562,38324.7733505822,1.94621931924154,0.0553249773797267,-1741.98705273806,150918.81565365,annulus_0125_025,equal_transaction,site_hedonics,dollars,event,2016
sale_year::2017:treated,64183.0156740067,40668.6483446654,1.57819397217379,0.118674559493036,-16815.6173053343,145181.648653348,annulus_0125_025,equal_transaction,site_hedonics,dollars,event,2017
sale_year::2018:treated,60131.4732441336,35332.0531896185,1.70189580892519,0.0928625187375477,-10238.409336138,130501.355824405,annulus_0125_025,equal_transaction,site_hedonics,dollars,event,2018
treated_post,0.0439862812198678,0.0900472204153282,0.488480166483631,0.62661630264044,-0.135358301255977,0.223330863695713,annulus_0125_025,equal_transaction,site_hedonics,log,did,
sale_year::2008:treated,-0.0500449284166091,0.110026430022877,-0.454844607847438,0.650517648189603,-0.269181555430159,0.169091698596941,annulus_0125_025,equal_transaction,site_hedonics,log,event,2008
sale_year::2009:treated,-0.0558705919823614,0.114058771808411,-0.489840378749732,0.625657876419437,-0.283038323682885,0.171297139718162,annulus_0125_025,equal_transaction,site_hedonics,log,event,2009
sale_year::2010:treated,-0.111004071152003,0.10852750283266,-1.02281973006567,0.309637825102399,-0.327155325936945,0.10514718363294,annulus_0125_025,equal_transaction,site_hedonics,log,event,2010
sale_year::2011:treated,-0.131574727410669,0.103842290929845,-1.26706302636909,0.209001775666572,-0.338394573978393,0.0752451191570556,annulus_0125_025,equal_transaction,site_hedonics,log,event,2011
sale_year::2013:treated,-0.0541824332323324,0.0907448461836661,-0.597085515167088,0.552225007009109,-0.234916457842758,0.126551591378093,annulus_0125_025,equal_transaction,site_hedonics,log,event,2013
sale_year::2014:treated,0.0153673123523632,0.0945606110481235,0.162512828354531,0.871333347857114,-0.172966466623447,0.203701091328173,annulus_0125_025,equal_transaction,site_hedonics,log,event,2014
sale_year::2015:treated,-0.0895726643576635,0.120268926598324,-0.744769799574415,0.458707776355365,-0.329108991254909,0.149963662539582,annulus_0125_025,equal_transaction,site_hedonics,log,event,2015
sale_year::2016:treated,-0.0513647740454615,0.113646377419322,-0.451970183404443,0.652577780955914,-0.277711151136865,0.174981603045942,annulus_0125_025,equal_transaction,site_hedonics,log,event,2016
sale_year::2017:treated,-0.0164220160664292,0.113471640519782,-0.144723527316644,0.885312272070662,-0.242420374461125,0.209576342328267,annulus_0125_025,equal_transaction,site_hedonics,log,event,2017
sale_year::2018:treated,0.00417760038234483,0.109308574496424,0.0382184142606441,0.969613753200802,-0.213529293441487,0.221884494206176,annulus_0125_025,equal_transaction,site_hedonics,log,event,2018
treated_post,53208.3927762518,31042.1258753134,1.71407051791406,0.0905916719803763,-8617.35907475179,115034.144627255,annulus_0125_025,equal_transaction,group_hedonics,dollars,did,
sale_year::2008:treated,1749.86655744584,28258.74589402,0.0619230083319495,0.950786706853198,-54532.3036225824,58032.0367374741,annulus_0125_025,equal_transaction,group_hedonics,dollars,event,2008
sale_year::2009:treated,-37894.6760368935,25790.9018120236,-1.46930403260375,0.145877797359526,-89261.7087539357,13472.3566801487,annulus_0125_025,equal_transaction,group_hedonics,dollars,event,2009
sale_year::2010:treated,-32570.2476612239,23944.6049149573,-1.36023324573121,0.177777196831728,-80260.0614191073,15119.5660966596,annulus_0125_025,equal_transaction,group_hedonics,dollars,event,2010
sale_year::2011:treated,-37101.8245134857,25032.4018212285,-1.48215200356931,0.142434567665695,-86958.1735744457,12754.5245474742,annulus_0125_025,equal_transaction,group_hedonics,dollars,event,2011
sale_year::2013:treated,-18531.653314639,24948.1515941804,-0.742806666244637,0.459888616335656,-68220.203506031,31156.896876753,annulus_0125_025,equal_transaction,group_hedonics,dollars,event,2013
sale_year::2014:treated,11143.0073305545,36521.7399955691,0.305106145871101,0.761119337254439,-61596.3418751845,83882.3565362936,annulus_0125_025,equal_transaction,group_hedonics,dollars,event,2014
sale_year::2015:treated,33753.2486346184,37752.4050673275,0.894068830169175,0.374107702739367,-41437.1824861883,108943.679755425,annulus_0125_025,equal_transaction,group_hedonics,dollars,event,2015
sale_year::2016:treated,62618.8853119409,38789.7496402417,1.61431527382116,0.110603590742542,-14637.5965815025,139875.367205384,annulus_0125_025,equal_transaction,group_hedonics,dollars,event,2016
sale_year::2017:treated,27923.7822736544,41749.7211320456,0.668837575832838,0.505625668912174,-55227.9937653439,111075.558312653,annulus_0125_025,equal_transaction,group_hedonics,dollars,event,2017
sale_year::2018:treated,23629.3180315294,37702.0302077505,0.626738610661658,0.532708759841637,-51460.782861243,98719.4189243018,annulus_0125_025,equal_transaction,group_hedonics,dollars,event,2018
treated_post,0.0529981566505384,0.078874682481331,0.671928621241457,0.503666666297862,-0.104094388041948,0.210090701343025,annulus_0125_025,equal_transaction,group_hedonics,log,did,
sale_year::2008:treated,-0.155728113332875,0.161194544508481,-0.96608798894358,0.337064364005895,-0.476774872454563,0.165318645788814,annulus_0125_025,equal_transaction,group_hedonics,log,event,2008
sale_year::2009:treated,-0.314980626352845,0.147496903359508,-2.13550670677548,0.0359409331937148,-0.608746168781383,-0.0212150839243059,annulus_0125_025,equal_transaction,group_hedonics,log,event,2009
sale_year::2010:treated,-0.15069742619393,0.133031878873023,-1.13279183508916,0.260862822215881,-0.415653375554896,0.114258523167036,annulus_0125_025,equal_transaction,group_hedonics,log,event,2010
sale_year::2011:treated,-0.285877054951,0.124020625556788,-2.30507670532673,0.0238930062170566,-0.532885537903451,-0.0388685719985488,annulus_0125_025,equal_transaction,group_hedonics,log,event,2011
sale_year::2013:treated,-0.226881085551612,0.13370655689464,-1.69685833530507,0.0938156483076587,-0.493180772648563,0.0394186015453383,annulus_0125_025,equal_transaction,group_hedonics,log,event,2013
sale_year::2014:treated,-0.0703281318729132,0.12822350978918,-0.548480789432014,0.584969456135704,-0.325707384232528,0.185051120486702,annulus_0125_025,equal_transaction,group_hedonics,log,event,2014
sale_year::2015:treated,-0.156619084909413,0.126144866325564,-1.24158112392143,0.218209371705764,-0.407858360017328,0.0946201901985009,annulus_0125_025,equal_transaction,group_hedonics,log,event,2015
sale_year::2016:treated,-0.0536504193653258,0.141572122194033,-0.378961751324138,0.705772943804456,-0.335615737428449,0.228314898697798,annulus_0125_025,equal_transaction,group_hedonics,log,event,2016
sale_year::2017:treated,-0.182586428625814,0.138198505566571,-1.32118960242925,0.19040212601154,-0.457832606856579,0.0926597496049504,annulus_0125_025,equal_transaction,group_hedonics,log,event,2017
sale_year::2018:treated,-0.178293701363606,0.154749406947324,-1.15214465037851,0.252872971533823,-0.486503856539347,0.129916453812136,annulus_0125_025,equal_transaction,group_hedonics,log,event,2018
treated_post,20640.4251584493,26405.4821961742,0.781671965128507,0.436835793320579,-31950.6504761306,73231.5007930292,annulus_0125_025,equal_site_year,site_unadjusted,dollars,did,
sale_year::2008:treated,25185.7508960309,24895.4546803122,1.01166061112145,0.314910388170614,-24397.844295397,74769.3460874588,annulus_0125_025,equal_site_year,site_unadjusted,dollars,event,2008
sale_year::2009:treated,-1994.6394706704,30178.6326350426,-0.066094428292761,0.947476205724206,-62100.5954864133,58111.3165450725,annulus_0125_025,equal_site_year,site_unadjusted,dollars,event,2009
sale_year::2010:treated,-36209.0303577167,24264.1252074855,-1.49228665975339,0.139763661067442,-84535.2239304542,12117.1632150209,annulus_0125_025,equal_site_year,site_unadjusted,dollars,event,2010
sale_year::2011:treated,13185.5475217624,28908.7187673448,0.456109716514202,0.649611791505943,-44391.1558270789,70762.2508706037,annulus_0125_025,equal_site_year,site_unadjusted,dollars,event,2011
sale_year::2013:treated,-21979.330713134,23006.4278554892,-0.95535607923113,0.342426654708237,-67800.6029186779,23841.9414924099,annulus_0125_025,equal_site_year,site_unadjusted,dollars,event,2013
sale_year::2014:treated,13573.558644832,27820.2468715239,0.48790216375562,0.627023767007323,-41835.2650427348,68982.3823323989,annulus_0125_025,equal_site_year,site_unadjusted,dollars,event,2014
sale_year::2015:treated,7905.11695542103,30522.1349156573,0.258996199881347,0.796338381407692,-52884.9831439727,68695.2170548148,annulus_0125_025,equal_site_year,site_unadjusted,dollars,event,2015
sale_year::2016:treated,22792.0644637133,34978.634207001,0.651599611603803,0.516625120483504,-46873.9232091504,92458.052136577,annulus_0125_025,equal_site_year,site_unadjusted,dollars,event,2016
sale_year::2017:treated,29005.2151271561,41589.3001057272,0.697420130981281,0.48766798230018,-53827.0547477128,111837.485002025,annulus_0125_025,equal_site_year,site_unadjusted,dollars,event,2017
sale_year::2018:treated,30249.0515446228,38830.841609234,0.778995517249609,0.438401241869663,-47089.2720979388,107587.375187184,annulus_0125_025,equal_site_year,site_unadjusted,dollars,event,2018
treated_post,-0.0322950564136109,0.0795788016044299,-0.405824864945103,0.686011603850798,-0.190789975877501,0.126199863050279,annulus_0125_025,equal_site_year,site_unadjusted,log,did,
sale_year::2008:treated,0.131847905484395,0.125310550673928,1.05216922897001,0.296055832510895,-0.117729685992357,0.381425496961147,annulus_0125_025,equal_site_year,site_unadjusted,log,event,2008
sale_year::2009:treated,-0.0613162229024925,0.148193014178072,-0.41375919939663,0.680215761372226,-0.356468190181642,0.233835744376657,annulus_0125_025,equal_site_year,site_unadjusted,log,event,2009
sale_year::2010:treated,-0.235566528101072,0.151003038559766,-1.56001184047589,0.122911813484145,-0.536315143973674,0.0651820877715304,annulus_0125_025,equal_site_year,site_unadjusted,log,event,2010
sale_year::2011:treated,0.0230404131946798,0.170900708659903,0.134817540403129,0.893112550038531,-0.317337847212112,0.363418673601471,annulus_0125_025,equal_site_year,site_unadjusted,log,event,2011
sale_year::2013:treated,-0.208850773588062,0.124748881001008,-1.67416951488627,0.098208189296504,-0.45730970296159,0.0396081557854665,annulus_0125_025,equal_site_year,site_unadjusted,log,event,2013
sale_year::2014:treated,0.091246427591053,0.130239897900392,0.700602726676264,0.485690379520097,-0.168148809740076,0.350641664922182,annulus_0125_025,equal_site_year,site_unadjusted,log,event,2014
sale_year::2015:treated,-0.0968302947608506,0.131192063937702,-0.738080428453597,0.462738590889735,-0.358121935108323,0.164461345586621,annulus_0125_025,equal_site_year,site_unadjusted,log,event,2015
sale_year::2016:treated,-0.233286475024355,0.144364155442731,-1.6159584372514,0.110247218389013,-0.520812609234128,0.054239659185418,annulus_0125_025,equal_site_year,site_unadjusted,log,event,2016
sale_year::2017:treated,-0.0775753360938182,0.13506814038989,-0.574342223635331,0.567432361864539,-0.346586851744002,0.191436179556365,annulus_0125_025,equal_site_year,site_unadjusted,log,event,2017
sale_year::2018:treated,0.0231956825012871,0.131579739993115,0.176286125071388,0.860538067217949,-0.238868081627167,0.285259446629742,annulus_0125_025,equal_site_year,site_unadjusted,log,event,2018
treated_post,15456.8030912269,24984.6696156154,0.618651490254903,0.537995829656272,-34304.4790432157,65218.0852256694,annulus_0125_025,equal_site_year,site_hedonics,dollars,did,
sale_year::2008:treated,21253.8397055544,25601.2681625585,0.83018698802733,0.409033349417661,-29735.5048659813,72243.1842770902,annulus_0125_025,equal_site_year,site_hedonics,dollars,event,2008
sale_year::2009:treated,-15701.3257719302,30175.5385012915,-0.52033291042207,0.604344090980269,-75801.1192862305,44398.4677423701,annulus_0125_025,equal_site_year,site_hedonics,dollars,event,2009
sale_year::2010:treated,-23023.1381007465,24220.3176975449,-0.950571267819508,0.344835260843734,-71262.0814558387,25215.8052543456,annulus_0125_025,equal_site_year,site_hedonics,dollars,event,2010
sale_year::2011:treated,9045.35307334625,26897.276788778,0.336292523008133,0.737577042712761,-44525.2163808942,62615.9225275867,annulus_0125_025,equal_site_year,site_hedonics,dollars,event,2011
sale_year::2013:treated,-26428.3217763324,23393.971830365,-1.12970648883269,0.26215289577343,-73021.4547016692,20164.8111490044,annulus_0125_025,equal_site_year,site_hedonics,dollars,event,2013
sale_year::2014:treated,-9423.29943975994,29596.4222278696,-0.318393195204739,0.751060007545684,-68369.6829344862,49523.0840549664,annulus_0125_025,equal_site_year,site_hedonics,dollars,event,2014
sale_year::2015:treated,3916.41667217843,29444.3871895249,0.133010636185756,0.894536522874664,-54727.1628009705,62559.9961453274,annulus_0125_025,equal_site_year,site_hedonics,dollars,event,2015
sale_year::2016:treated,17991.6938355146,34078.309055219,0.527951483929606,0.5990711531059,-49881.1408927708,85864.5285638,annulus_0125_025,equal_site_year,site_hedonics,dollars,event,2016
sale_year::2017:treated,26420.3365409611,39325.4899916245,0.671837440463883,0.50372439511887,-51903.1647362129,104743.837818135,annulus_0125_025,equal_site_year,site_hedonics,dollars,event,2017
sale_year::2018:treated,27278.0482543244,34854.2684734836,0.782631495338281,0.436275366719546,-42140.2435935145,96696.3401021633,annulus_0125_025,equal_site_year,site_hedonics,dollars,event,2018
treated_post,-0.0465537899971224,0.0760865837937185,-0.611852808680914,0.542461256442801,-0.198093354900505,0.10498577490626,annulus_0125_025,equal_site_year,site_hedonics,log,did,
sale_year::2008:treated,0.139037972499278,0.135380939199558,1.02701291128088,0.307672052402812,-0.130596535972451,0.408672480971007,annulus_0125_025,equal_site_year,site_hedonics,log,event,2008
sale_year::2009:treated,-0.0863151949093334,0.141958434838989,-0.608031463626895,0.544979392245247,-0.369049921286174,0.196419531467507,annulus_0125_025,equal_site_year,site_hedonics,log,event,2009
sale_year::2010:treated,-0.168466990311576,0.143159046803912,-1.1767820062558,0.242955079771707,-0.453592942653767,0.116658962030615,annulus_0125_025,equal_site_year,site_hedonics,log,event,2010
sale_year::2011:treated,-0.0317644687322881,0.159892056992181,-0.198661955633239,0.843057672901933,-0.350217099143359,0.286688161678783,annulus_0125_025,equal_site_year,site_hedonics,log,event,2011
sale_year::2013:treated,-0.230057847375235,0.117304258960052,-1.96120626322342,0.0535182726028623,-0.463689526940635,0.00357383219016419,annulus_0125_025,equal_site_year,site_hedonics,log,event,2013
sale_year::2014:treated,0.0141996539163783,0.123738172768646,0.114755645720803,0.908941448738234,-0.232246275554414,0.260645583387171,annulus_0125_025,equal_site_year,site_hedonics,log,event,2014
sale_year::2015:treated,-0.105150985965809,0.118447666253582,-0.887742150535019,0.377480361862037,-0.341059958519402,0.130757986587783,annulus_0125_025,equal_site_year,site_hedonics,log,event,2015
sale_year::2016:treated,-0.235997014124614,0.140912742405711,-1.67477411975377,0.0980890022829444,-0.516649063523983,0.044655035274755,annulus_0125_025,equal_site_year,site_hedonics,log,event,2016
sale_year::2017:treated,-0.0808334553777248,0.121939808816152,-0.662896359790077,0.509402474448485,-0.323697632622161,0.162030721866711,annulus_0125_025,equal_site_year,site_hedonics,log,event,2017
sale_year::2018:treated,0.0205735656943791,0.127348683421607,0.161553030165747,0.872086558183487,-0.233063318950745,0.274210450339503,annulus_0125_025,equal_site_year,site_hedonics,log,event,2018
treated_post,26760.6311042661,27548.4230374661,0.971403374627702,0.334428982749044,-28106.8084983592,81628.0707068914,annulus_0125_025,equal_site_year,group_hedonics,dollars,did,
sale_year::2008:treated,51059.2388993041,31453.910187117,1.6233033856699,0.10866552737301,-11586.6524866002,113705.130285208,annulus_0125_025,equal_site_year,group_hedonics,dollars,event,2008
sale_year::2009:treated,-4393.73761629587,25541.3955809773,-0.172024179429265,0.863875770140547,-55263.8356070276,46476.3603744359,annulus_0125_025,equal_site_year,group_hedonics,dollars,event,2009
sale_year::2010:treated,-26391.2799575611,28726.7570983046,-0.918700285843217,0.361158922477121,-83605.5752341699,30823.0153190476,annulus_0125_025,equal_site_year,group_hedonics,dollars,event,2010
sale_year::2011:treated,-4298.47055085778,29399.9067233853,-0.146206945188662,0.884145139216756,-62853.4594979322,54256.5183962167,annulus_0125_025,equal_site_year,group_hedonics,dollars,event,2011
sale_year::2013:treated,-27108.3702204842,26540.4974674749,-1.02139646228204,0.31030697553931,-79968.3520727975,25751.611631829,annulus_0125_025,equal_site_year,group_hedonics,dollars,event,2013
sale_year::2014:treated,6297.27747971559,32276.8942434158,0.195101716795449,0.845833961913856,-57987.7287092933,70582.2836687244,annulus_0125_025,equal_site_year,group_hedonics,dollars,event,2014
sale_year::2015:treated,17328.9216044088,30942.9054262487,0.560028910204042,0.577106744228358,-44299.215595876,78957.0588046936,annulus_0125_025,equal_site_year,group_hedonics,dollars,event,2015
sale_year::2016:treated,43787.9424936851,41918.1963259163,1.04460464265283,0.299516966837153,-39699.38097435,127275.26596172,annulus_0125_025,equal_site_year,group_hedonics,dollars,event,2016
sale_year::2017:treated,37878.3732803584,47886.3391942439,0.791005825830837,0.431402194758828,-57495.5368689707,133252.283429688,annulus_0125_025,equal_site_year,group_hedonics,dollars,event,2017
sale_year::2018:treated,40889.4472765188,39258.0815585642,1.04155490164544,0.300920114819379,-37299.7984708697,119078.693023907,annulus_0125_025,equal_site_year,group_hedonics,dollars,event,2018
treated_post,-0.0238675794587079,0.0793253284214397,-0.300882201607842,0.764325931168191,-0.181857663326757,0.134122504409341,annulus_0125_025,equal_site_year,group_hedonics,log,did,
sale_year::2008:treated,0.18657544516412,0.153604652340925,1.21464709773254,0.228261190545591,-0.119354733617291,0.492505623945532,annulus_0125_025,equal_site_year,group_hedonics,log,event,2008
sale_year::2009:treated,-0.110037103694107,0.151229059426233,-0.727618779827044,0.469082673270327,-0.411235879135662,0.191161671747447,annulus_0125_025,equal_site_year,group_hedonics,log,event,2009
sale_year::2010:treated,-0.203252181356122,0.16451083688873,-1.23549417898588,0.220452171573024,-0.530903909177128,0.124399546464883,annulus_0125_025,equal_site_year,group_hedonics,log,event,2010
sale_year::2011:treated,-0.129480177342539,0.160484180874351,-0.806809597289301,0.422293871818395,-0.449112124671245,0.190151769986167,annulus_0125_025,equal_site_year,group_hedonics,log,event,2011
sale_year::2013:treated,-0.307774069891108,0.139184254914366,-2.21127073662512,0.0300235086791169,-0.584983538097851,-0.0305646016843654,annulus_0125_025,equal_site_year,group_hedonics,log,event,2013
sale_year::2014:treated,-0.00377310127516717,0.140059311212625,-0.0269393105142378,0.978578752435787,-0.28272539514305,0.275179192592716,annulus_0125_025,equal_site_year,group_hedonics,log,event,2014
sale_year::2015:treated,-0.0836841079511854,0.129059436491453,-0.648415259094421,0.518670792297058,-0.340728252627387,0.173360036725016,annulus_0125_025,equal_site_year,group_hedonics,log,event,2015
sale_year::2016:treated,-0.181722832778735,0.14858219640043,-1.2230458102059,0.225091312638444,-0.477649923630315,0.114204258072844,annulus_0125_025,equal_site_year,group_hedonics,log,event,2016
sale_year::2017:treated,-0.109854229357677,0.153951125676406,-0.713565612950323,0.477681407592884,-0.416474469591338,0.196766010875984,annulus_0125_025,equal_site_year,group_hedonics,log,event,2017
sale_year::2018:treated,-0.00617077593575832,0.142266369985802,-0.0433748041534632,0.965516520776237,-0.289518808310055,0.277177256438538,annulus_0125_025,equal_site_year,group_hedonics,log,event,2018
treated_post,49781.7107411363,41046.771467712,1.21280453884894,0.229958113035361,-32324.0568264451,131887.478308718,annulus_025_05,equal_transaction,site_unadjusted,dollars,did,
sale_year::2008:treated,-17379.4965704927,29186.7965970855,-0.595457487521197,0.553740557788537,-75742.1034164749,40983.1102754894,annulus_025_05,equal_transaction,site_unadjusted,dollars,event,2008
sale_year::2009:treated,1435.71430994501,21267.4343042713,0.0675076405270316,0.946398368191112,-41091.1489172064,43962.5775370964,annulus_025_05,equal_transaction,site_unadjusted,dollars,event,2009
sale_year::2010:treated,-27957.1815974246,21727.0082381165,-1.28674787117622,0.203044013043804,-71403.0197017416,15488.6565068925,annulus_025_05,equal_transaction,site_unadjusted,dollars,event,2010
sale_year::2011:treated,-10831.7322414846,25981.1084407298,-0.416908010918581,0.678209225067249,-62784.1694438791,41120.7049609098,annulus_025_05,equal_transaction,site_unadjusted,dollars,event,2011
sale_year::2013:treated,21166.5964021945,19199.7232289339,1.10244278783647,0.27459985669764,-17225.622991757,59558.8157961459,annulus_025_05,equal_transaction,site_unadjusted,dollars,event,2013
sale_year::2014:treated,49486.4279287271,40543.1451038737,1.22058680454958,0.22693987077041,-31584.6012308509,130557.457088305,annulus_025_05,equal_transaction,site_unadjusted,dollars,event,2014
sale_year::2015:treated,37657.1332834607,38038.3127270026,0.989979065415504,0.326095108031998,-38405.1739788669,113719.440545788,annulus_025_05,equal_transaction,site_unadjusted,dollars,event,2015
sale_year::2016:treated,60457.4075250825,48897.0431775556,1.2364225645618,0.221041131305643,-37318.2732492736,158233.088299439,annulus_025_05,equal_transaction,site_unadjusted,dollars,event,2016
sale_year::2017:treated,26342.7808142736,43461.6060576056,0.60611613798528,0.54668659962911,-60564.0717002735,113249.633328821,annulus_025_05,equal_transaction,site_unadjusted,dollars,event,2017
sale_year::2018:treated,26013.2793246675,40887.6739388505,0.63621323540125,0.5270175066727,-55746.677819041,107773.236468376,annulus_025_05,equal_transaction,site_unadjusted,dollars,event,2018
treated_post,0.104170784591931,0.0797031649273367,1.30698429211564,0.196205102683936,-0.0552592826198637,0.263600851803726,annulus_025_05,equal_transaction,site_unadjusted,log,did,
sale_year::2008:treated,-0.148076542809861,0.146645875243091,-1.00975593459004,0.316600914855773,-0.441313093588171,0.145160007968448,annulus_025_05,equal_transaction,site_unadjusted,log,event,2008
sale_year::2009:treated,-0.143752157176484,0.0859996060115862,-1.67154436913486,0.0997370681878058,-0.315718997657524,0.0282146833045566,annulus_025_05,equal_transaction,site_unadjusted,log,event,2009
sale_year::2010:treated,-0.221986185885535,0.0903403856883748,-2.45721981585585,0.01686046417255,-0.402632951785549,-0.0413394199855216,annulus_025_05,equal_transaction,site_unadjusted,log,event,2010
sale_year::2011:treated,-0.206195200663569,0.106880648103983,-1.92920986466104,0.058360251387364,-0.419916265391838,0.00752586406470016,annulus_025_05,equal_transaction,site_unadjusted,log,event,2011
sale_year::2013:treated,0.00869002971441177,0.0787512050459572,0.110347895112722,0.912495725814846,-0.148782737242257,0.16616279667108,annulus_025_05,equal_transaction,site_unadjusted,log,event,2013
sale_year::2014:treated,0.0558304693589089,0.117360048009755,0.47571955112244,0.635973469067217,-0.178845450577537,0.290506389295354,annulus_025_05,equal_transaction,site_unadjusted,log,event,2014
sale_year::2015:treated,0.0198237450044009,0.0782476730384384,0.253346128193009,0.800852660097393,-0.136642147474233,0.176289637483035,annulus_025_05,equal_transaction,site_unadjusted,log,event,2015
