term,estimate,std_error,t_statistic,p_value,conf_low,conf_high,model,sale_year,sale_halfyear
sale_year::2008:treated,12302.9608524563,17523.0309738717,0.702102328689659,0.484760092328749,-22597.179976159,47203.1016810717,event_hedonic_dollars,2008,
sale_year::2009:treated,16727.1556849462,17739.9862819966,0.942906912048843,0.348716295874276,-18605.0890883784,52059.4004582709,event_hedonic_dollars,2009,
sale_year::2010:treated,-17663.8867181328,15227.3813832347,-1.16000816381868,0.249676687671557,-47991.8451357344,12664.0716994688,event_hedonic_dollars,2010,
sale_year::2011:treated,11773.5065652087,16429.7909390205,0.716595032091783,0.47582038988053,-20949.2580302265,44496.2711606438,event_hedonic_dollars,2011,
sale_year::2013:treated,19834.4687239427,17645.7018259623,1.12403966243836,0.264534056730855,-15309.9922807834,54978.9297286687,event_hedonic_dollars,2013,
sale_year::2014:treated,32966.4442452935,26725.7063826242,1.23351067969252,0.221186643241139,-20262.4131303847,86195.3016209716,event_hedonic_dollars,2014,
sale_year::2015:treated,47529.1982589089,34772.8101912102,1.36684950101971,0.17570225705031,-21726.8553592974,116785.251877115,event_hedonic_dollars,2015,
sale_year::2016:treated,77474.3487384486,34638.306055506,2.23666678775516,0.0282406652181284,8486.18332320845,146462.514153689,event_hedonic_dollars,2016,
sale_year::2017:treated,82478.081377547,40074.4250815173,2.0581226358151,0.0430069296295367,2662.94659543195,162293.216159662,event_hedonic_dollars,2017,
sale_year::2018:treated,57561.1379216214,33866.1696990662,1.69966484055056,0.0932836530678271,-9889.18466158676,125011.46050483,event_hedonic_dollars,2018,
sale_halfyear::2008:treated,-0.14933921545915,0.153956307561344,-0.970010373882509,0.335118322696462,-0.455969776311108,0.157291345392809,event_semiannual_log,2008,2008
sale_halfyear::2008.5:treated,-0.0108830674523752,0.130205652266941,-0.0835836790714989,0.933607211767249,-0.27021009869336,0.248443963788609,event_semiannual_log,2008,2008.5
sale_halfyear::2009:treated,0.011124177351445,0.122652570032085,0.0906966511059242,0.927972247280183,-0.233159586883983,0.255407941586873,event_semiannual_log,2009,2009
sale_halfyear::2009.5:treated,0.0292518284075038,0.136852470506659,0.213747170944061,0.831316621582676,-0.243313488662812,0.30181714547782,event_semiannual_log,2009,2009.5
sale_halfyear::2010:treated,-0.144980594931336,0.120255990903503,-1.20559976964202,0.231712015522692,-0.38449115815952,0.0945299682968489,event_semiannual_log,2010,2010
sale_halfyear::2010.5:treated,-0.213747949539253,0.140003124724624,-1.52673699218985,0.130977630389511,-0.492588338317953,0.0650924392394462,event_semiannual_log,2010,2010.5
sale_halfyear::2011:treated,-0.096157303860353,0.127885339223833,-0.75190248111281,0.454432033087724,-0.350863031167577,0.158548423446871,event_semiannual_log,2011,2011
sale_halfyear::2011.5:treated,-0.0301048685523861,0.179073558481467,-0.168114538001443,0.866939751026317,-0.386760770091525,0.326551032986753,event_semiannual_log,2011,2011.5
sale_halfyear::2012:treated,0.0269835050731876,0.129722976403035,0.208008679891469,0.835778605591889,-0.231382193870319,0.285349204016695,event_semiannual_log,2012,2012
sale_halfyear::2013:treated,-0.0796540342783765,0.105643188257493,-0.753991199926954,0.453184283406796,-0.290060678726361,0.130752610169608,event_semiannual_log,2013,2013
sale_halfyear::2013.5:treated,0.0885461559671528,0.114997425491248,0.76998381128012,0.443696288714298,-0.140491066563419,0.317583378497725,event_semiannual_log,2013,2013.5
sale_halfyear::2014:treated,0.0950761777088118,0.102120957452567,0.931015337894501,0.354793677983209,-0.108315336120154,0.298467691537778,event_semiannual_log,2014,2014
sale_halfyear::2014.5:treated,0.121741841778104,0.110877244759588,1.09798761722546,0.275676372648343,-0.0990893296424349,0.342573013198644,event_semiannual_log,2014,2014.5
sale_halfyear::2015:treated,0.0775670155337597,0.119177948495499,0.650850400707216,0.517106039969977,-0.159796440158369,0.314930471225888,event_semiannual_log,2015,2015
sale_halfyear::2015.5:treated,-0.0593158297699497,0.112327273884984,-0.528062577488397,0.598994420975881,-0.283034984482726,0.164403324942827,event_semiannual_log,2015,2015.5
sale_halfyear::2016:treated,0.0139130448778191,0.116048242187603,0.119890182010058,0.904886510532533,-0.217217060484641,0.245043150240279,event_semiannual_log,2016,2016
sale_halfyear::2016.5:treated,-0.0097063478300569,0.109920923930463,-0.0883030044052143,0.929868120346475,-0.228632841249195,0.209220145589081,event_semiannual_log,2016,2016.5
sale_halfyear::2017:treated,0.00416361871629349,0.118712132934519,0.0350732365207364,0.97211329883233,-0.232272084881884,0.240599322314471,event_semiannual_log,2017,2017
sale_halfyear::2017.5:treated,0.0288663857547132,0.0976357345802446,0.295653900478298,0.768300688784275,-0.165592032531296,0.223324804040723,event_semiannual_log,2017,2017.5
sale_halfyear::2018:treated,0.0055105236329399,0.112072111808658,0.049169445850615,0.960913250991457,-0.217700431761399,0.228721479027279,event_semiannual_log,2018,2018
sale_halfyear::2018.5:treated,-0.0220134756026943,0.114554411113048,-0.192166110312158,0.848124631006488,-0.250168358530526,0.206141407325137,event_semiannual_log,2018,2018.5
sale_halfyear::2008:treated,-17664.0189263892,27076.2242631585,-0.65238117230488,0.51612368764084,-71590.9931639183,36262.9553111399,event_semiannual_dollars,2008,2008
sale_halfyear::2008.5:treated,13101.5116823612,24500.049381263,0.534754501041164,0.594380726060476,-35694.565605242,61897.5889699644,event_semiannual_dollars,2008,2008.5
sale_halfyear::2009:treated,17558.1114817019,21494.2915042852,0.816873237166314,0.41655417205511,-25251.480171101,60367.7031345047,event_semiannual_dollars,2009,2009
sale_halfyear::2009.5:treated,17378.7751836239,26895.3672317401,0.646162405364544,0.52012063042639,-36187.9910581674,70945.5414254152,event_semiannual_dollars,2009,2009.5
sale_halfyear::2010:treated,-28169.6730449033,21532.9971677088,-1.30820957368382,0.194745084557579,-71056.353707385,14717.0076175784,event_semiannual_dollars,2010,2010
sale_halfyear::2010.5:treated,-53907.5283404081,23611.6670756508,-2.28308861749111,0.0252210721322268,-100934.238923031,-6880.81775778557,event_semiannual_dollars,2010,2010.5
sale_halfyear::2011:treated,5732.25569176472,22369.9645639908,0.256247866435693,0.798451800707417,-38821.3900090576,50285.901392587,event_semiannual_dollars,2011,2011
sale_halfyear::2011.5:treated,-20001.2509516894,29987.3262468729,-0.666990140669015,0.506798462706374,-79726.1872740647,39723.6853706859,event_semiannual_dollars,2011,2011.5
sale_halfyear::2012:treated,-15022.6883771765,23039.720692548,-0.652034309688286,0.516346195597804,-60910.2690143878,30864.8922600348,event_semiannual_dollars,2012,2012
sale_halfyear::2013:treated,6812.20025532979,22754.8587723764,0.2993734359538,0.76547230882416,-38508.0286979449,52132.4292086045,event_semiannual_dollars,2013,2013
sale_halfyear::2013.5:treated,18157.4664240259,21427.3070419983,0.84739843361728,0.399433813677607,-24518.7141099684,60833.6469580201,event_semiannual_dollars,2013,2013.5
sale_halfyear::2014:treated,24113.8706790181,23419.8620808752,1.02963333412239,0.306447878398244,-22530.8271491167,70758.5685071529,event_semiannual_dollars,2014,2014
sale_halfyear::2014.5:treated,53248.7935369701,38534.08965411,1.38186198285576,0.171062540313426,-23498.4973647125,129996.084438653,event_semiannual_dollars,2014,2014.5
sale_halfyear::2015:treated,75536.1864100061,42364.5893708203,1.78300291663003,0.078578794851103,-8840.20585870011,159912.578678712,event_semiannual_dollars,2015,2015
sale_halfyear::2015.5:treated,30912.6706940312,35234.5498822177,0.877339736064921,0.383067129977826,-39263.0172195405,101088.358607603,event_semiannual_dollars,2015,2015.5
sale_halfyear::2016:treated,74822.1003435681,38741.8880200542,1.93129721258906,0.0571751082083572,-2339.0568718946,151983.257559031,event_semiannual_dollars,2016,2016
sale_halfyear::2016.5:treated,63173.6954679857,36959.2959416715,1.70927756761615,0.0914801649309007,-10437.1219307926,136784.512866764,event_semiannual_dollars,2016,2016.5
sale_halfyear::2017:treated,67001.3401138611,44507.5427336121,1.50539292889926,0.136368081600115,-21643.1136712636,155645.793898986,event_semiannual_dollars,2017,2017
sale_halfyear::2017.5:treated,78912.9229663238,45466.4077795682,1.73563135554742,0.0866819825423414,-11641.2760671771,169467.121999825,event_semiannual_dollars,2017,2017.5
sale_halfyear::2018:treated,52304.2175704489,39298.169158564,1.33095812579479,0.187181962272852,-25964.8695518457,130573.304692744,event_semiannual_dollars,2018,2018
sale_halfyear::2018.5:treated,37386.0430585365,40610.9002176387,0.92059134021113,0.360176779326531,-43497.5745579471,118269.66067502,event_semiannual_dollars,2018,2018.5
sale_halfyear::2008:treated,-0.0992599651826711,0.156410237801268,-0.634612967654898,0.527586673050977,-0.410777951679466,0.212258021314123,event_semiannual_hedonic_log,2008,2008
sale_halfyear::2008.5:treated,-0.0711965932458814,0.139901306534762,-0.508905849483193,0.612292516980704,-0.349834193524668,0.207441007032905,event_semiannual_hedonic_log,2008,2008.5
sale_halfyear::2009:treated,-0.0288733701300341,0.123740614045355,-0.233337860433204,0.816126394325445,-0.27532416182478,0.217577421564712,event_semiannual_hedonic_log,2009,2009
sale_halfyear::2009.5:treated,0.000930580568352046,0.132702968443894,0.00701250755174696,0.994423249201452,-0.263370286899892,0.265231448036596,event_semiannual_hedonic_log,2009,2009.5
sale_halfyear::2010:treated,-0.0895835453253231,0.115859184520321,-0.773210563290392,0.44179606356609,-0.320337109710214,0.141170019059568,event_semiannual_hedonic_log,2010,2010
sale_halfyear::2010.5:treated,-0.158706312016542,0.133147525781526,-1.19195840166759,0.236986267724571,-0.423892592157563,0.10647996812448,event_semiannual_hedonic_log,2010,2010.5
sale_halfyear::2011:treated,-0.0909473581629163,0.128798559419916,-0.706120926915068,0.482271992151144,-0.347471921121253,0.16557720479542,event_semiannual_hedonic_log,2011,2011
sale_halfyear::2011.5:treated,-0.0218983114896197,0.162997145405449,-0.134347822074728,0.893482688870268,-0.34653526144392,0.302738638464681,event_semiannual_hedonic_log,2011,2011.5
sale_halfyear::2012:treated,-0.00569604478010977,0.124977574908741,-0.0455765347044784,0.96376731702284,-0.254610457545663,0.243218367985443,event_semiannual_hedonic_log,2012,2012
sale_halfyear::2013:treated,-0.0998890499149845,0.110612795480126,-0.903051491298141,0.369351949091736,-0.32019352494898,0.120415425119011,event_semiannual_hedonic_log,2013,2013
sale_halfyear::2013.5:treated,0.0862679750208624,0.111576518115553,0.773173213126436,0.441818031757469,-0.135955919989407,0.308491870031132,event_semiannual_hedonic_log,2013,2013.5
sale_halfyear::2014:treated,0.0640354758100815,0.102071338405826,0.627360009285688,0.532303623639607,-0.139257213122573,0.267328164742736,event_semiannual_hedonic_log,2014,2014
sale_halfyear::2014.5:treated,0.0293651334623793,0.108880430823235,0.269700746409178,0.78812142547296,-0.187489038334568,0.246219305259327,event_semiannual_hedonic_log,2014,2014.5
sale_halfyear::2015:treated,0.0139916872984645,0.11409506165059,0.122631839591036,0.902722347891043,-0.213248321886735,0.241231696483664,event_semiannual_hedonic_log,2015,2015
sale_halfyear::2015.5:treated,-0.099821131403782,0.0999344274562406,-0.998866296076913,0.32102920267553,-0.298857793328898,0.099215530521334,event_semiannual_hedonic_log,2015,2015.5
sale_halfyear::2016:treated,0.00425090474591117,0.112563173756721,0.0377646134525177,0.969974381017076,-0.219938085280024,0.228439894771846,event_semiannual_hedonic_log,2016,2016
sale_halfyear::2016.5:treated,-0.0234762694193222,0.101603362827686,-0.231057996172202,0.81789065549677,-0.225836904211012,0.178884365372368,event_semiannual_hedonic_log,2016,2016.5
sale_halfyear::2017:treated,-0.0517539740585772,0.112895259998132,-0.45842468549551,0.647955570406189,-0.276604371155569,0.173096423038414,event_semiannual_hedonic_log,2017,2017
sale_halfyear::2017.5:treated,0.0695763960791856,0.0990159752862771,0.702678490799337,0.484402928661538,-0.127631009815745,0.266783801974117,event_semiannual_hedonic_log,2017,2017.5
sale_halfyear::2018:treated,0.0259494088682264,0.115368914008006,0.224925484402373,0.82264091425935,-0.203827697165969,0.255726514902422,event_semiannual_hedonic_log,2018,2018
sale_halfyear::2018.5:treated,-0.0180044688373148,0.118854235412247,-0.151483611626175,0.879995625779174,-0.254723194048146,0.218714256373516,event_semiannual_hedonic_log,2018,2018.5
sale_halfyear::2008:treated,-2664.13077374658,24897.2246274806,-0.107005130636369,0.915066875675397,-52251.2511204703,46922.9895729772,event_semiannual_hedonic_dollars,2008,2008
sale_halfyear::2008.5:treated,3542.98792237323,23077.0576053886,0.153528581631045,0.87838838010593,-42418.9556214713,49504.9314662177,event_semiannual_hedonic_dollars,2008,2008.5
sale_halfyear::2009:treated,8242.03962382325,21110.8681583175,0.390416896264684,0.697320463541821,-33803.8982529174,50287.9775005639,event_semiannual_hedonic_dollars,2009,2009
sale_halfyear::2009.5:treated,7100.54991156564,25084.376144523,0.283066633615123,0.77789534902898,-42859.3149855049,57060.4148086362,event_semiannual_hedonic_dollars,2009,2009.5
sale_halfyear::2010:treated,-16894.8474696727,20459.4857939742,-0.82577087419512,0.411518793460428,-57643.4449329453,23853.7499935999,event_semiannual_hedonic_dollars,2010,2010
sale_halfyear::2010.5:treated,-40011.7637810273,23176.1353790016,-1.72642086899783,0.0883348134593183,-86171.0378128016,6147.51025074691,event_semiannual_hedonic_dollars,2010,2010.5
sale_halfyear::2011:treated,13819.216820736,23372.5093748652,0.591259440699902,0.556101119844613,-32731.1699198461,60369.6035613181,event_semiannual_hedonic_dollars,2011,2011
sale_halfyear::2011.5:treated,-10598.7011240003,26754.9175064893,-0.396140302859451,0.693111525648327,-63885.7374949776,42688.335246977,event_semiannual_hedonic_dollars,2011,2011.5
sale_halfyear::2012:treated,-18746.6216849566,22195.8964988233,-0.844598535857763,0.400985951580067,-62953.5807881708,25460.3374182576,event_semiannual_hedonic_dollars,2012,2012
sale_halfyear::2013:treated,2800.71237817657,24308.4095316587,0.115215780552364,0.908577962455784,-45613.6810700532,51215.1058264064,event_semiannual_hedonic_dollars,2013,2013
sale_halfyear::2013.5:treated,18688.2536273713,22078.5727633171,0.846443011860858,0.399963041919186,-25285.0350053742,62661.5422601167,event_semiannual_hedonic_dollars,2013,2013.5
sale_halfyear::2014:treated,14811.4964464855,23522.062469968,0.629685278040403,0.530789020036847,-32036.7510973004,61659.7439902715,event_semiannual_hedonic_dollars,2014,2014
sale_halfyear::2014.5:treated,33462.414857486,36717.6098784701,0.911345127535308,0.364995184715257,-39667.0430290812,106591.872744053,event_semiannual_hedonic_dollars,2014,2014.5
sale_halfyear::2015:treated,54037.5527474078,38583.1296799071,1.40054871638754,0.165418704378907,-22807.4098304312,130882.515325247,event_semiannual_hedonic_dollars,2015,2015
sale_halfyear::2015.5:treated,23795.2045155675,34040.2950381451,0.699030501612952,0.486666775915795,-44001.9187361294,91592.3277672643,event_semiannual_hedonic_dollars,2015,2015.5
sale_halfyear::2016:treated,77021.2848801319,37375.6584728226,2.06073385800379,0.0427502631109226,2581.20963237762,151461.360127886,event_semiannual_hedonic_dollars,2016,2016
sale_halfyear::2016.5:treated,60203.4534013122,35112.0593863851,1.71460901050584,0.0904922927891042,-9728.27354676786,130135.180349392,event_semiannual_hedonic_dollars,2016,2016.5
sale_halfyear::2017:treated,53153.69028494,39592.5061842067,1.34251896148324,0.18342416299807,-25701.6198293314,132009.000399211,event_semiannual_hedonic_dollars,2017,2017
sale_halfyear::2017.5:treated,92256.5616113003,44562.1198255153,2.07029113454509,0.0418220762521975,3503.40812711808,181009.715095483,event_semiannual_hedonic_dollars,2017,2017.5
sale_halfyear::2018:treated,56391.7329313204,33929.2016154485,1.66204125786574,0.100624073564932,-11184.1285932799,123967.594455921,event_semiannual_hedonic_dollars,2018,2018
sale_halfyear::2018.5:treated,40482.483125153,38225.6557045029,1.05903959995078,0.292936077280571,-35650.5083272127,116615.474577519,event_semiannual_hedonic_dollars,2018,2018.5
treated_post,0.0611408904891338,0.085475183823605,0.715305750208272,0.476611919174964,-0.109097691936683,0.231379472914951,did_semiannual_hedonic_log,,
treated_post,57768.4644044079,30100.2499310852,1.91920215070205,0.058712988981084,-2181.37892679322,117718.307735609,did_semiannual_hedonic_dollars,,
treated_post,0.0456713840905414,0.0835783194681469,0.546450136604477,0.586357289822007,-0.120789265554298,0.212132033735381,did_semiannual_amenity_log,,
treated_post,58521.1207697534,27986.8122347358,2.09102488268099,0.0398680861479651,2780.55341056191,114261.688128945,did_semiannual_amenity_dollars,,
sale_halfyear::2008:treated,-0.145429475287409,0.148552836466452,-0.978974745596677,0.330698531601223,-0.441298090762665,0.150439140187846,event_semiannual_amenity_log,2008,2008
sale_halfyear::2008.5:treated,-0.0739790347609524,0.138392305445153,-0.534560317663551,0.594514370650092,-0.349611198901642,0.201653129379738,event_semiannual_amenity_log,2008,2008.5
sale_halfyear::2009:treated,-0.0304309658711277,0.121292173734162,-0.250889772474716,0.80257639901748,-0.272005266061721,0.211143334319465,event_semiannual_amenity_log,2009,2009
sale_halfyear::2009.5:treated,-0.0137922730818411,0.128724508840665,-0.107145664847035,0.914955761013495,-0.270169351529756,0.242584805366074,event_semiannual_amenity_log,2009,2009.5
sale_halfyear::2010:treated,-0.100862293777792,0.108879944716631,-0.92636246317258,0.357190057891593,-0.31771549740953,0.115990909853946,event_semiannual_amenity_log,2010,2010
sale_halfyear::2010.5:treated,-0.163417410437732,0.1229897165079,-1.32870792028564,0.18792007592576,-0.408372660074477,0.0815378391990144,event_semiannual_amenity_log,2010,2010.5
sale_halfyear::2011:treated,-0.10340626258601,0.121786211999523,-0.849080211037478,0.398503286126839,-0.345964525257839,0.139152000085819,event_semiannual_amenity_log,2011,2011
sale_halfyear::2011.5:treated,-0.0288261307270106,0.162410372152706,-0.177489469083335,0.859596136606278,-0.352294420465751,0.29464215901173,event_semiannual_amenity_log,2011,2011.5
sale_halfyear::2012:treated,-0.00466549357709123,0.125281603243407,-0.0372400532584719,0.970391247916218,-0.254185431249356,0.244854444095173,event_semiannual_amenity_log,2012,2012
sale_halfyear::2013:treated,-0.11520607660402,0.106477211369818,-1.08197871752937,0.282683124388447,-0.327273822040632,0.0968616688325931,event_semiannual_amenity_log,2013,2013
sale_halfyear::2013.5:treated,0.0600709527263628,0.101581410196009,0.591357735735815,0.556035611616064,-0.142245959610107,0.262387865062833,event_semiannual_amenity_log,2013,2013.5
sale_halfyear::2014:treated,0.0559669979075645,0.0983938222604684,0.568806014664301,0.571164888043191,-0.140001282846856,0.251935278661985,event_semiannual_amenity_log,2014,2014
sale_halfyear::2014.5:treated,0.0108914117468782,0.10014766499369,0.108753526580619,0.913684611562137,-0.188569949540924,0.210352773034681,event_semiannual_amenity_log,2014,2014.5
sale_halfyear::2015:treated,-0.0239560765922691,0.10658599102658,-0.224758210357071,0.822770578937489,-0.236240475491741,0.188328322307203,event_semiannual_amenity_log,2015,2015
sale_halfyear::2015.5:treated,-0.117961580932003,0.0913824560143031,-1.29085588281343,0.20066662617742,-0.299965515577748,0.0640423537137431,event_semiannual_amenity_log,2015,2015.5
sale_halfyear::2016:treated,-0.0281787409763905,0.102817695857936,-0.274065089100279,0.784778127157345,-0.232957929603417,0.176600447650636,event_semiannual_amenity_log,2016,2016
sale_halfyear::2016.5:treated,-0.0479193571823369,0.0901001483603925,-0.531845485877157,0.596384288804645,-0.227369354796651,0.131530640431977,event_semiannual_amenity_log,2016,2016.5
sale_halfyear::2017:treated,-0.0670467207775116,0.104994062661427,-0.638576306869047,0.525018335843425,-0.276160519555592,0.142067078000569,event_semiannual_amenity_log,2017,2017
sale_halfyear::2017.5:treated,0.0353763341301008,0.0889566361385452,0.397680664037296,0.691980399979332,-0.141796161513166,0.212548829773368,event_semiannual_amenity_log,2017,2017.5
sale_halfyear::2018:treated,0.00493406550213937,0.0986776136690855,0.0500018729545459,0.960252075452724,-0.191599434827676,0.201467565831955,event_semiannual_amenity_log,2018,2018
sale_halfyear::2018.5:treated,-0.0603396758681685,0.107708438446739,-0.560213078365314,0.576981762961957,-0.274859622550137,0.1541802708138,event_semiannual_amenity_log,2018,2018.5
sale_halfyear::2008:treated,-7630.45402120869,24913.347485464,-0.306279757293185,0.760229133499987,-57249.6858225671,41988.7777801497,event_semiannual_amenity_dollars,2008,2008
sale_halfyear::2008.5:treated,1915.12839062314,22346.5745613702,0.0857012060333291,0.931929318788922,-42591.9320826402,46422.1888638864,event_semiannual_amenity_dollars,2008,2008.5
sale_halfyear::2009:treated,2988.74444215803,18912.7106930904,0.158028348799833,0.874853593480342,-34679.1834194039,40656.67230372,event_semiannual_amenity_dollars,2009,2009
sale_halfyear::2009.5:treated,2960.08400380559,23128.9393915932,0.12798183062737,0.898501400578654,-43105.191072562,49025.3590801732,event_semiannual_amenity_dollars,2009,2009.5
sale_halfyear::2010:treated,-24784.8963926725,19008.4697460016,-1.30388698952929,0.196207697377263,-62643.5449370431,13073.7521516981,event_semiannual_amenity_dollars,2010,2010
sale_halfyear::2010.5:treated,-45969.9767032082,21798.0845619512,-2.10889982431986,0.0382474206944337,-89384.6246679646,-2555.32873845191,event_semiannual_amenity_dollars,2010,2010.5
sale_halfyear::2011:treated,7766.59470284008,21901.553554396,0.354613871730629,0.723860985718903,-35854.1296201162,51387.3190257964,event_semiannual_amenity_dollars,2011,2011
sale_halfyear::2011.5:treated,-15025.4286391036,25963.1269546422,-0.578721841377318,0.564488076977282,-66735.4774553916,36684.6201771844,event_semiannual_amenity_dollars,2011,2011.5
sale_halfyear::2012:treated,-17364.468617437,21726.9485805762,-0.799213407857959,0.426657427054581,-60637.4369965287,25908.4997616547,event_semiannual_amenity_dollars,2012,2012
sale_halfyear::2013:treated,-767.470211869513,22665.2346869629,-0.0338611191310965,0.973076672557239,-45909.1973290617,44374.2569053227,event_semiannual_amenity_dollars,2013,2013
sale_halfyear::2013.5:treated,14914.2170906899,19966.3885905031,0.74696618384878,0.457388690970139,-24852.2921785369,54680.7263599168,event_semiannual_amenity_dollars,2013,2013.5
sale_halfyear::2014:treated,9828.90438555565,22803.8487761245,0.43101953894057,0.667674223532482,-35588.8966163304,55246.7053874417,event_semiannual_amenity_dollars,2014,2014
sale_halfyear::2014.5:treated,29213.3152066258,34164.8870040261,0.855068398241246,0.395200846596505,-38831.9544508979,97258.5848641495,event_semiannual_amenity_dollars,2014,2014.5
sale_halfyear::2015:treated,50704.0440150665,35267.8531796063,1.43768444755765,0.154628428835579,-19537.9731637249,120946.061193858,event_semiannual_amenity_dollars,2015,2015
sale_halfyear::2015.5:treated,18495.184578264,30516.0960028837,0.606079643232092,0.546267855347812,-42282.8879839665,79273.2571404945,event_semiannual_amenity_dollars,2015,2015.5
sale_halfyear::2016:treated,70762.2817625735,31635.1941975153,2.23682147549868,0.0282300972083615,7755.33197859245,133769.231546555,event_semiannual_amenity_dollars,2016,2016
sale_halfyear::2016.5:treated,56022.6933305349,30169.7017205914,1.85691903252389,0.0671974796792844,-4065.47522751644,116110.861888586,event_semiannual_amenity_dollars,2016,2016.5
