school_site_id,treated,sale_year,sales,parcels,mean_real_price,mean_log_real_price
610172,0,2012,5,5,90207.7561094726,10.6985989659693
610172,0,2013,9,8,29585.9080691748,10.1207690927626
610172,0,2014,7,7,36469.4060102674,10.1747724777322
610172,0,2015,12,12,39145.6397082466,10.3941539392369
610172,0,2016,17,17,61694.0902136517,10.770668884097
610172,0,2017,13,13,60838.9962800085,10.7958684384462
610172,0,2018,21,21,72504.1834750366,10.9458677514076
610176,0,2008,11,11,82458.6212895301,10.9053662457406
610176,0,2009,16,15,61963.8921346089,10.6493216296654
610176,0,2010,11,11,73872.4383836635,10.8702146535588
610176,0,2011,9,9,44596.3030317366,10.5091286917772
610176,0,2012,6,6,53694.1291851748,10.8615619347954
610176,0,2013,16,13,66130.7469212555,10.6521492849308
610176,0,2014,10,10,76928.9173560881,11.0047778154239
610176,0,2015,9,9,56803.2395963289,10.6977625981896
610176,0,2016,14,12,74817.7916944576,10.9946710362954
610176,0,2017,14,14,81902.2990190273,11.0689284790191
610176,0,2018,13,13,114545.509348823,11.4082999594745
610180,0,2008,1,1,510985.643178173,13.1440967732494
610180,0,2013,1,1,291371.32984842,12.5823537802859
610180,0,2015,1,1,504868.208702535,13.1320527013319
610180,0,2018,1,1,520601.975290556,13.1627410657931
610187,1,2008,4,4,946165.928610684,13.6757725502145
610187,1,2009,3,3,529908.799855522,13.1481499437997
610187,1,2013,3,3,730112.531949565,13.4161064857655
610187,1,2014,2,2,661807.738039825,13.3784861119345
610187,1,2016,2,2,1176172.56478881,13.8159905724895
610187,1,2017,1,1,1404743.61280266,14.1553653621071
610187,1,2018,1,1,948237.593842891,13.7623603762522
610193,0,2008,6,6,78593.3636012528,11.2000358226107
610193,0,2009,8,8,63062.634594857,10.4186401084321
610193,0,2010,5,4,41890.2552046299,10.4404158022999
610193,0,2011,3,3,98072.4682670739,11.1914711815935
610193,0,2012,9,9,28208.4287877163,10.2159481716508
610193,0,2013,10,9,26256.1301534411,10.1206757022706
610193,0,2014,6,6,21413.0509167412,9.93274612722741
610193,0,2015,5,5,29642.6869772826,10.2285622928661
610193,0,2016,10,9,82597.6281600925,10.8789361233095
610193,0,2017,6,6,86130.4566720278,11.0962663603244
610193,0,2018,6,6,134049.665691987,11.605941900231
610205,1,2008,17,14,699639.632141754,13.419444925047
610205,1,2009,17,17,719098.365416538,13.4199267406289
610205,1,2010,21,19,573420.849606689,13.1777476721374
610205,1,2011,13,13,617871.170282113,13.2718065607562
610205,1,2012,21,20,580133.303466722,13.2151636283961
610205,1,2013,23,23,679818.698750517,13.3071115115553
610205,1,2014,20,20,700052.626791782,13.3677364554054
610205,1,2015,26,26,850869.614155313,13.551848475366
610205,1,2016,26,26,913030.595070818,13.6557516801622
610205,1,2017,26,26,927779.884789386,13.6708499073045
610205,1,2018,32,31,897194.201027697,13.6464868942453
610210,1,2008,18,18,403912.202911132,12.7712150966059
610210,1,2009,17,15,373606.851174759,12.6969043148065
610210,1,2010,19,17,217753.518886495,12.0866796256686
610210,1,2011,26,24,286052.20463674,12.3739018920884
610210,1,2012,17,17,254420.390194916,12.2347397469753
610210,1,2013,30,30,363340.486824108,12.6462997164755
610210,1,2014,23,23,558343.650007192,13.1395640911763
610210,1,2015,20,20,712654.183827849,13.3677688443798
610210,1,2016,21,21,620321.113772301,13.2678623647497
610210,1,2017,26,25,712276.798065871,13.4055939175971
610210,1,2018,20,20,658892.7071352,13.3196313781693
610218,0,2008,11,11,126426.599307074,11.5560804510659
610218,0,2009,18,16,138511.632455269,11.4204772782324
610218,0,2010,10,10,116188.465865823,11.3159177040504
610218,0,2011,12,12,128388.737997407,11.4628129602491
610218,0,2012,9,9,159819.473945761,11.5845718290613
610218,0,2013,15,14,78593.4614494535,11.1290071656328
610218,0,2014,13,12,78427.8656659079,10.9826005428394
610218,0,2015,14,14,116479.460213808,11.4803631298266
610218,0,2016,20,18,169512.15763136,11.9200533912469
610218,0,2017,21,18,136927.380313143,11.6152727368014
610218,0,2018,26,25,161530.905152399,11.8425454471818
610221,0,2008,12,11,156702.62970112,11.3307295363685
610221,0,2009,21,21,63769.7466075975,10.7237455453574
610221,0,2010,15,14,29159.4050894938,10.1448390429296
610221,0,2011,6,6,55684.5883290767,10.687421974622
610221,0,2012,10,10,44452.8394170767,10.5607814502387
610221,0,2013,10,9,88858.9665799223,11.1488326006205
610221,0,2014,7,7,68605.277083591,10.7847729730633
610221,0,2015,12,11,56221.9951765072,10.6675397427587
610221,0,2016,17,16,80126.4772298088,11.052581631772
610221,0,2017,14,14,132811.607193759,11.585805109447
610221,0,2018,11,11,90479.37546346,11.1494438860329
610224,1,2008,21,20,70231.3134207175,10.9213678357735
610224,1,2009,13,13,36078.5927007137,10.1327630723572
610224,1,2010,12,11,48876.0119416225,10.483873172445
610224,1,2011,7,7,47698.4364060081,10.3555132691226
610224,1,2012,5,5,45543.4719787602,10.2904060111808
610224,1,2013,17,17,43743.5712916454,10.3987482894904
610224,1,2014,13,12,53732.9815061349,10.6751462882721
610224,1,2015,7,7,73177.9092648305,10.8970157946416
610224,1,2016,6,5,86547.5546748251,11.1906576981733
610224,1,2017,20,19,76601.4370723407,10.8111756061721
610224,1,2018,26,22,55385.4139664909,10.7489769484309
610225,0,2008,15,13,100839.427414359,11.2870342484286
610225,0,2009,22,19,88558.9444327002,11.0590273714978
610225,0,2010,27,26,94298.7295297587,11.236250959788
610225,0,2011,22,21,84253.9288594466,11.0327629621862
610225,0,2012,22,22,77877.0641000636,11.0867348920948
610225,0,2013,31,28,63295.2483881498,10.8479715223093
610225,0,2014,29,28,77184.7691001024,11.0294316043913
610225,0,2015,26,26,89104.9336820221,11.1548316691693
610225,0,2016,28,24,79896.2561571955,11.0783295493008
610225,0,2017,33,29,109393.052636595,11.4011751140849
610225,0,2018,37,32,100139.072223908,11.344821926633
610233,1,2008,11,11,215838.913657591,11.8915706903392
610233,1,2009,11,10,126242.946629327,11.2187901167629
610233,1,2010,9,9,147477.574700354,11.1760163548537
610233,1,2011,6,6,66793.2027004088,10.3729852653869
610233,1,2012,6,5,38700.1597680985,10.4210721594863
610233,1,2013,11,11,59841.9413087959,10.5350312968543
610233,1,2014,12,12,63773.377871559,10.711605204807
610233,1,2015,6,6,61854.4540206892,10.8320501415493
610233,1,2016,11,11,75121.9923520124,10.8681604280573
610233,1,2017,4,4,67406.6930925607,10.5746351057559
610233,1,2018,12,12,124630.121340193,10.9613822164001
610240,1,2008,6,6,178485.984509996,11.5688922350438
610240,1,2009,13,10,127746.396483977,11.3394362646452
610240,1,2010,6,5,29802.7978969586,10.2798351338702
610240,1,2011,8,8,53815.4589017956,10.589244273592
610240,1,2012,2,2,140168.241195036,11.8421185906581
610240,1,2013,7,6,72128.031543767,10.8190618946796
610240,1,2014,8,7,99307.3369071812,11.2699854869531
610240,1,2015,1,1,52890.9551974085,10.8759876239727
610240,1,2016,3,3,31755.6504749292,10.3179961378972
610240,1,2017,8,8,60883.668768956,10.9689299189946
610240,1,2018,12,12,125240.008067856,11.5085603515993
610241,1,2008,11,11,256257.581272795,11.9363209008854
610241,1,2009,6,6,72838.8245720419,10.9717474216851
610241,1,2010,8,7,58896.739110613,10.704135591446
610241,1,2011,7,7,83066.8542805124,10.9085012115991
610241,1,2012,6,6,66220.7038947236,10.7322287663352
610241,1,2013,7,5,72869.9402491797,10.8884217379676
610241,1,2014,6,6,48907.0805895785,10.5907840734136
610241,1,2015,3,3,82406.3326510978,10.9233429194709
610241,1,2016,16,16,74306.4479787228,10.8624723164378
610241,1,2017,11,11,123836.731113539,11.4660861085714
610241,1,2018,13,12,150585.869787686,11.7068244479844
610243,1,2008,11,11,212819.879295057,11.9669852554221
610243,1,2009,21,18,94799.6098897052,11.1151974938757
610243,1,2010,23,21,85557.4392797436,10.9039534735508
610243,1,2011,13,13,94607.6582362607,11.2773067857834
610243,1,2012,9,9,70613.1949022732,10.9985333219633
610243,1,2013,10,10,82664.5128760572,11.1223954176423
610243,1,2014,15,13,112115.197191142,11.2721496464431
610243,1,2015,15,15,179513.977954118,11.7044089348153
610243,1,2016,18,17,158152.372597065,11.8200366703501
610243,1,2017,17,15,234412.445692504,12.0976161142225
610243,1,2018,21,20,271692.767394399,12.4508025772884
610256,0,2008,11,11,486905.025929045,13.0261549807669
610256,0,2009,15,15,275374.380563591,12.3058731790169
610256,0,2010,13,13,283742.574231479,12.2815968997004
610256,0,2011,14,13,338081.620909688,12.491051310367
610256,0,2012,12,11,216441.566850153,11.977190416348
610256,0,2013,16,15,247844.3229193,12.1717647852197
610256,0,2014,10,10,306207.531972903,12.494784149711
610256,0,2015,21,21,432399.837419439,12.8475640455295
610256,0,2016,13,12,279986.17140101,12.3693018367811
610256,0,2017,16,15,385240.709147063,12.7185236111222
610256,0,2018,18,15,365307.077546806,12.6548265610426
610268,0,2008,7,7,101023.203282855,11.4058789663528
610268,0,2009,11,11,128285.447311419,11.4219450904414
610268,0,2010,12,12,112965.107570371,11.3776290427501
610268,0,2011,10,9,115920.143216199,11.3933825113414
610268,0,2012,10,9,89427.8641296862,11.080721574075
610268,0,2013,15,14,55613.1841228581,10.6398507911306
610268,0,2014,19,18,108758.218586552,11.2616604319008
610268,0,2015,7,7,104271.186684119,11.3434377785
610268,0,2016,17,17,107512.483508561,11.3921584421412
610268,0,2017,17,17,185876.443270072,11.9582818203834
610268,0,2018,12,12,155978.450494688,11.4453246313114
610273,1,2008,1,1,267451.280907063,12.4966927012808
610273,1,2009,4,4,65448.2064926609,11.0617181061512
610273,1,2010,10,9,63329.8637779152,10.8280577877511
610273,1,2011,5,5,273330.791776169,11.6086259478343
610273,1,2012,3,3,54944.8202756161,10.8562236517691
610273,1,2013,1,1,18210.7081155262,9.80976505804612
610273,1,2014,1,1,154671.716292424,11.9490601904497
610273,1,2015,4,4,82935.2876513745,11.1673639054926
610273,1,2016,7,7,72105.7915034626,10.949771067469
610273,1,2017,6,6,117291.967856525,11.4797073260377
610273,1,2018,1,1,292715.821859732,12.5869575260866
610277,1,2008,11,7,264993.563418593,12.42087526546
610277,1,2009,5,5,182316.989845225,11.7434708715113
610277,1,2010,8,8,155530.466347164,11.7827355211368
610277,1,2011,11,10,154422.970485271,11.7933020024579
610277,1,2012,5,5,182331.328843627,11.7315233359052
610277,1,2013,11,10,244797.266997537,12.2468944986777
610277,1,2014,8,8,259151.54888679,12.3203428899434
610277,1,2015,8,8,165074.808635149,11.8794641349515
610277,1,2016,7,7,431838.837178787,12.9363719516852
610277,1,2017,20,17,278288.570672222,12.4273449635206
610277,1,2018,6,5,341484.287376219,12.6971896880889
610280,1,2008,22,18,176908.688272632,11.9053501552823
610280,1,2009,12,11,127836.021596474,11.441660872498
610280,1,2010,10,10,83008.0911990214,10.9904473472049
610280,1,2011,21,17,111475.170064881,11.383193213931
610280,1,2012,20,20,106345.821344274,11.3101433990345
610280,1,2013,19,19,84750.8005390418,11.1603598533832
610280,1,2014,23,22,120838.034038773,11.4863189421782
610280,1,2015,17,16,105264.281540211,11.2873883529144
610280,1,2016,22,19,84585.6839638208,11.1595481407105
610280,1,2017,18,16,132320.020275864,11.6708819394894
610280,1,2018,30,24,137710.463183992,11.636556583786
610281,0,2008,5,5,194279.07618773,11.5319656722054
610281,0,2009,8,8,65910.7043294569,10.9352196356706
610281,0,2010,7,7,73894.0881281085,10.8855113525221
610281,0,2011,9,9,129833.693484999,11.5173712151921
610281,0,2012,3,3,261175.488530584,11.8378138595332
610281,0,2013,8,8,142080.511376868,11.3577088224832
610281,0,2014,6,6,79665.7091700869,11.0174801184854
610281,0,2015,7,7,136132.523818859,11.5042102974974
610281,0,2016,8,8,106529.594679434,11.2696626487806
610281,0,2017,11,11,186920.702834142,11.9096674307908
610281,0,2018,9,9,220904.679536863,11.9216469606062
610282,0,2008,14,13,163928.042656411,11.6529611594174
610282,0,2009,19,17,70257.2384766574,10.8631363060044
610282,0,2010,18,16,136203.84472562,11.2702481932744
610282,0,2011,10,10,65652.3018913456,10.9196637581985
610282,0,2012,13,13,36772.3347330532,10.472346222191
610282,0,2013,20,17,79919.5703508803,11.0924792783244
610282,0,2014,15,14,75418.6542266166,11.0773323249732
610282,0,2015,19,18,95425.2008117225,11.2640769865752
610282,0,2016,13,13,105924.728731437,11.3705773656164
610282,0,2017,10,9,204330.700287781,11.9812604973916
610282,0,2018,21,19,157904.434058722,11.8286019453748
610285,1,2008,14,13,108482.985017329,11.016456999276
610285,1,2009,13,13,175903.53934614,11.4043886959477
610285,1,2010,8,8,143333.54229042,10.9783141477135
610285,1,2011,3,3,175540.996959205,11.4856608415454
610285,1,2012,5,5,26165.5472922793,10.0868611779218
610285,1,2013,7,7,48911.9346917638,10.3667677259952
610285,1,2014,7,7,95188.1906913952,10.9547646319188
610285,1,2015,7,7,65176.6859211988,10.5491311249013
610285,1,2016,2,2,48923.2160392769,10.596612820225
610285,1,2017,7,7,51236.5086150109,10.6923257869392
610285,1,2018,7,7,58618.9907720288,10.47928041887
610299,0,2008,21,21,183626.65715805,11.642553937761
610299,0,2009,20,17,73629.0768248614,10.6990657371978
610299,0,2010,18,17,124452.696755767,11.1775541558874
610299,0,2011,12,12,84963.2213556061,10.7831104895744
610299,0,2012,9,9,126813.877075026,11.1084734311536
610299,0,2013,7,6,82364.3075587273,10.7933175363605
610299,0,2014,5,5,43386.3143261792,10.5694051923713
610299,0,2015,11,11,106356.031542013,11.0140145479477
610299,0,2016,11,10,97664.2372649101,10.968596405019
610299,0,2017,17,16,85355.6981363063,10.9023312028059
610299,0,2018,21,20,116650.982297691,11.2614627511344
610339,0,2008,29,27,134847.596693003,11.372826177002
610339,0,2009,28,26,91606.8654911072,10.9609289348609
610339,0,2010,25,24,84855.8172731557,10.73560320015
610339,0,2011,19,18,69519.6544445649,10.497413594598
610339,0,2012,13,13,60903.7404056694,10.4850364843768
610339,0,2013,12,12,39452.5148161954,10.3318597092198
610339,0,2014,19,19,62120.4186851402,10.7066517130567
610339,0,2015,20,20,58333.0134792945,10.5535900219987
610339,0,2016,23,23,62705.8558443381,10.6553474178825
610339,0,2017,31,31,78634.6960586777,10.9913938899572
610339,0,2018,33,32,74060.6879991657,10.8699627198305
610345,0,2008,8,8,310918.568147036,12.5877084494049
610345,0,2009,3,3,188726.239955205,11.7935006109732
610345,0,2010,10,10,216107.525969336,12.0618911873273
610345,0,2011,1,1,37328.7685262736,10.5275195825157
610345,0,2012,7,7,204761.219474721,11.959470414914
610345,0,2013,4,4,238478.528454496,12.2503465338797
610345,0,2014,6,6,274687.128271375,12.310917197526
610345,0,2015,2,2,231088.452144797,12.3137330073019
610345,0,2016,7,7,370033.383492852,12.683139759376
610345,0,2017,9,8,431482.69988289,12.7896004278071
610345,0,2018,2,2,530240.493450439,13.1806606719781
610347,0,2008,25,22,115879.332239362,11.2045417894711
610347,0,2009,26,23,78803.0737137002,10.7254397756095
610347,0,2010,11,9,104988.30314588,11.1295647278043
610347,0,2011,12,11,60298.2364094874,10.7227111245949
610347,0,2012,14,14,33281.082446331,10.2064559300337
610347,0,2013,8,8,59943.7013016485,10.796476044057
610347,0,2014,10,10,33055.1932716039,10.3340112006736
610347,0,2015,9,9,59710.4781385648,10.7747799838262
610347,0,2016,14,14,77867.5637714893,11.0465339212264
610347,0,2017,23,23,65900.7872150888,10.9459480682208
610347,0,2018,22,20,85429.341704384,11.1473020046752
610348,1,2008,2,1,261395.043494706,12.1690125661089
610348,1,2009,1,1,45984.9384867269,10.7360691976546
610348,1,2011,2,2,45251.5097160268,10.7199738559616
610348,1,2013,2,2,19171.1680996899,9.85093186044198
610348,1,2016,1,1,125637.497045357,11.7411560318158
610348,1,2017,1,1,17142.4293137363,9.74931191569873
610348,1,2018,2,2,159638.994163531,11.8923510465444
610365,1,2008,11,11,209057.28384689,11.8917534188996
610365,1,2009,7,7,100965.448012217,11.2319217534289
610365,1,2010,6,4,54615.5529725974,10.7672609414528
610365,1,2011,6,6,33272.0550484317,10.3510664145874
610365,1,2012,6,5,114808.751177231,11.4651389741077
610365,1,2013,5,5,52664.2647266279,10.6772326666577
610365,1,2014,7,6,69163.4172617507,10.9973527203735
610365,1,2015,5,5,68756.6266064779,10.9236826533544
610365,1,2016,5,5,126230.779393163,11.4422300489452
610365,1,2017,8,7,200723.90846683,11.8834940781664
610365,1,2018,10,10,189170.963318282,11.9863153943218
610521,0,2008,34,29,149842.026818816,11.4268627342775
610521,0,2009,17,17,108781.801345465,10.8417731022394
610521,0,2010,20,20,95585.2033842917,10.6646167727025
610521,0,2011,9,9,102490.81040214,10.7831038007507
610521,0,2012,9,9,39864.2815424802,10.2460591638937
610521,0,2013,13,11,73631.6885871743,10.6298585674205
610521,0,2014,10,10,81878.7583484489,10.4740430216727
610521,0,2015,6,6,22188.0801102859,9.94956095197815
610521,0,2016,14,14,32713.6772934724,10.224935872107
610521,0,2017,9,9,40605.3702449392,10.4833816379233
610521,0,2018,20,20,54173.7523646329,10.6842297750358
