school_site_id,treated,sale_year,sales,parcels,mean_real_price,mean_log_real_price
609873,0,2017,12,12,148491.193311399,11.7591499106244
609873,0,2018,22,20,144674.421026958,11.6089889014665
609902,0,2008,22,19,116612.15132728,11.2724944068431
609902,0,2009,15,15,68689.4804526376,10.7109956816146
609902,0,2010,16,15,84928.2355866281,10.9561918957819
609902,0,2011,8,8,67984.6827387003,10.5946919683184
609902,0,2012,9,8,55090.4747030465,10.5850278468415
609902,0,2013,14,12,61541.471557998,10.5643417778539
609902,0,2014,15,14,49629.0566488416,10.6301338943432
609902,0,2015,9,9,29524.8927624112,10.1881900797873
609902,0,2016,10,10,71706.7144446984,10.9566277829409
609902,0,2017,21,19,43490.2322048508,10.4408033912201
609902,0,2018,24,21,86872.7579964504,11.1753342902538
609906,1,2008,6,6,191671.768174058,11.9175674832481
609906,1,2009,2,2,39844.8111978812,10.5869025062424
609906,1,2010,4,4,61915.9036817407,10.7770638597269
609906,1,2011,3,3,36629.3430766465,10.4224426766926
609906,1,2012,3,3,425965.87902431,12.0497932349473
609906,1,2013,9,9,57946.6805075931,10.8360227852348
609906,1,2014,5,4,82898.7104373932,11.1875303738137
609906,1,2015,11,10,100378.251884623,11.1231110888215
609906,1,2016,8,7,137845.667306329,11.4960864369818
609906,1,2017,8,7,96997.9970663533,11.2934576650964
609906,1,2018,14,12,156121.248587326,11.6579214625563
609917,0,2008,15,14,101681.282207797,11.2101286928427
609917,0,2009,17,17,74210.5804887319,10.8794840043522
609917,0,2010,17,16,70525.9471835539,10.8964461730304
609917,0,2011,19,19,80793.9186597072,10.9123919237046
609917,0,2012,15,13,52930.8482068231,10.58612422963
609917,0,2013,27,25,74370.1065045847,10.9382264552082
609917,0,2014,30,27,76465.5049652655,10.9469458348573
609917,0,2015,20,18,107466.873555247,11.3137408854315
609917,0,2016,18,15,103451.195675856,11.2590421706527
609917,0,2017,35,32,98469.608357679,11.1310407639039
609917,0,2018,29,29,105137.191679305,11.3078599162805
609928,0,2008,12,12,347729.086698237,12.6142083120081
609928,0,2009,7,7,224017.498098909,12.1342810505851
609928,0,2010,13,13,245478.033149452,12.0251996039152
609928,0,2011,9,8,58310.6408879227,10.9382863804674
609928,0,2012,12,12,280180.625244801,12.3438835476533
609928,0,2013,19,18,179928.972451617,11.8208125094802
609928,0,2014,14,14,255386.68078706,12.2071853923838
609928,0,2015,13,13,311068.916519004,12.4444536651254
609928,0,2016,18,17,331444.449041786,12.5088120302536
609928,0,2017,21,20,367530.644573687,12.6631640121076
609928,0,2018,16,14,353346.283868267,12.6333739217411
609932,1,2008,7,7,175271.502908257,12.0352584963223
609932,1,2009,6,5,111286.569543125,11.4529333116649
609932,1,2010,5,4,73500.7003597466,10.9561052617235
609932,1,2011,13,12,103587.940824933,11.2207669608043
609932,1,2012,6,6,32675.3769506621,10.3211025596467
609932,1,2013,6,6,80778.753426089,11.0247307184333
609932,1,2014,8,7,91307.0956614007,11.1803947703972
609932,1,2015,8,8,74743.5042616181,11.0168749987804
609932,1,2016,7,7,65672.0908086482,10.5576776284829
609932,1,2017,18,15,71734.6776996434,11.0204080783083
609932,1,2018,17,17,132085.405898341,11.6574412648651
609947,0,2008,8,8,300469.962620528,12.5248378866579
609947,0,2009,13,13,197195.449556443,11.9690571607556
609947,0,2010,13,13,146346.196907778,11.6599252166395
609947,0,2011,8,8,170965.417717498,11.8835571469357
609947,0,2012,21,21,201649.777521276,11.9413777391932
609947,0,2013,21,21,148363.229731749,11.6862573922157
609947,0,2014,17,16,191838.848929203,11.84215993617
609947,0,2015,18,18,251368.312764604,12.3264638931512
609947,0,2016,32,32,203220.816773825,12.0680873753776
609947,0,2017,20,20,207829.769230784,12.0065691793257
609947,0,2018,23,22,227555.537279919,12.0771286835483
609986,0,2008,28,26,129741.980495416,11.0352748973883
609986,0,2009,34,33,119266.651900095,10.9922970241067
609986,0,2010,27,27,54744.0398542754,10.1544254937664
609986,0,2011,17,17,75794.1341117874,10.7242769459728
609986,0,2012,17,17,25038.6892535746,10.0354632331757
609986,0,2013,20,18,44428.8055648117,10.4719922240313
609986,0,2014,25,25,33913.7002801018,10.2001142108347
609986,0,2015,11,11,76152.7045745589,10.6451343621714
609986,0,2016,24,24,50396.1870422812,10.6072662921089
609986,0,2017,21,21,75439.7099751815,11.0194606719442
609986,0,2018,27,27,58811.4327261935,10.7714531537977
609987,0,2008,17,17,337363.342060546,12.2886929426591
609987,0,2009,18,18,123842.726819306,10.8412004117125
609987,0,2010,12,12,216586.241957336,11.7064035907837
609987,0,2011,8,8,65275.7254675622,10.9038044113025
609987,0,2012,10,10,80749.0647102865,10.8236779251842
609987,0,2013,10,10,84690.4887952384,10.6938345654265
609987,0,2014,13,13,87460.7958876986,11.1505593551568
609987,0,2015,5,5,47092.710846547,10.6403961453163
609987,0,2016,14,13,92978.0906318988,11.219933168644
609987,0,2017,14,13,116901.83784662,11.3707504302608
609987,0,2018,20,20,240002.893710269,12.06447401613
609991,0,2008,1,1,91661.2416988812,11.4258549047626
609991,0,2009,3,2,37923.0534677301,10.4460902833874
609991,0,2010,2,2,38789.3746651,10.5618275942106
609991,0,2011,1,1,167669.592310558,12.0297506094299
609991,0,2012,8,7,54122.9597920822,10.6517659514612
609991,0,2013,3,3,83755.1652430001,11.1516110222333
609991,0,2014,6,6,75802.6374443969,11.1582936405155
609991,0,2015,3,3,62298.7150755567,10.9003267262745
609991,0,2016,3,3,100804.162131924,11.4858454965637
609991,0,2017,6,6,152304.677512609,11.7618841862014
609991,0,2018,6,5,172324.024186199,11.8398822814575
609997,0,2008,26,24,164653.25410905,11.6151495545567
609997,0,2009,30,29,157089.484793291,11.163734107326
609997,0,2010,16,16,113122.974040713,10.7994307006225
609997,0,2011,17,16,133091.780645306,11.1931750920012
609997,0,2012,11,11,78799.8131005173,10.7124540435047
609997,0,2013,20,20,90909.9309345612,10.9660901411835
609997,0,2014,9,9,83565.3383153154,10.8476368469796
609997,0,2015,12,12,52141.717353128,10.4512205799697
609997,0,2016,14,14,57407.3910345083,10.857823794007
609997,0,2017,20,19,70047.495375983,10.7752252178564
609997,0,2018,19,19,86200.9369141554,11.0214063174929
610012,0,2008,9,8,827866.206755727,13.6040404577154
610012,0,2009,5,5,674423.828869554,13.413221961988
610012,0,2010,7,7,655900.40695044,13.3879304429261
610012,0,2011,9,9,560910.941029025,13.2216417670223
610012,0,2012,12,12,578056.278744122,13.2610452418166
610012,0,2013,11,11,648619.784368805,13.3775792018747
610012,0,2014,11,11,724075.565338342,13.4868900334587
610012,0,2015,10,10,716089.979809555,13.472815106989
610012,0,2016,6,6,737927.747632653,13.5061394775583
610012,0,2017,11,11,939754.479557991,13.7450528031974
610012,0,2018,7,7,854174.662625707,13.6466787546933
610013,0,2008,3,3,247014.444659135,12.1342357276168
610013,0,2009,5,5,299573.762877554,12.442697343793
610013,0,2010,4,4,264784.301442764,12.0749760984191
610013,0,2011,2,2,209926.343783125,12.2060268678852
610013,0,2012,8,7,196793.144620897,11.9717969638766
610013,0,2013,8,8,254087.224621226,12.2086607717372
610013,0,2014,10,10,242396.833357163,12.2825157466955
610013,0,2015,4,4,163251.478196862,11.9473463295775
610013,0,2016,18,18,445014.010268386,12.8542886238177
610013,0,2017,14,13,518973.626607842,12.9290908922072
610013,0,2018,12,12,657631.179459959,13.0756094999155
610015,0,2008,5,5,394144.203479536,12.7911112697495
610015,0,2009,8,7,243758.406206432,12.3046142147768
610015,0,2010,9,7,272024.61193957,12.2853879083105
610015,0,2011,11,11,154499.022565892,11.7421130303667
610015,0,2012,13,12,184776.043393718,11.9293675800548
610015,0,2013,20,20,195982.548096496,12.1011838428449
610015,0,2014,15,14,402621.278960401,12.7947275419537
610015,0,2015,10,10,304362.228325592,12.5653343452782
610015,0,2016,6,6,437220.26437532,12.8147967055975
610015,0,2017,13,12,524103.738178976,13.0671093853015
610015,0,2018,18,17,537768.067969636,13.0981528930609
610020,1,2008,2,2,126151.26567812,11.4653763401455
610020,1,2009,11,10,101530.634255224,11.1748852443731
610020,1,2010,11,11,99870.6931867543,11.2398681900508
610020,1,2011,7,7,95989.1683116373,10.8962811944547
610020,1,2012,5,5,83498.2221533948,11.0100492451005
610020,1,2013,4,4,63967.2117707365,10.7895360609675
610020,1,2014,5,5,124208.868816218,11.4237043678711
610020,1,2015,6,6,133286.327667184,11.7213602080828
610020,1,2016,12,12,174260.501709529,11.8465489004043
610020,1,2017,15,15,181624.836797339,11.9006573594167
610020,1,2018,9,8,156201.997485888,11.7419043655449
610023,1,2008,8,8,254274.7132751,12.3649239063307
610023,1,2009,17,17,322784.594140948,12.5563051325601
610023,1,2010,7,7,123095.534891282,11.5698173996601
610023,1,2011,9,9,225076.084142827,12.017541554135
610023,1,2012,19,18,216697.395359218,12.0190418317276
610023,1,2013,21,21,214722.922572846,11.8980862925768
610023,1,2014,15,15,246434.102544189,12.2161492981821
610023,1,2015,23,23,369422.669681115,12.6830534887926
610023,1,2016,24,23,414338.906080329,12.8075321463723
610023,1,2017,22,22,429363.527575809,12.8514625025793
610023,1,2018,15,15,426703.028326118,12.814634641691
610028,1,2008,23,22,64428.6443979218,10.7339072233395
610028,1,2009,11,11,81662.4213606523,10.8271399675124
610028,1,2010,7,7,94742.0923407352,11.1550273100384
610028,1,2011,4,4,30573.8866799671,10.097132386582
610028,1,2012,4,4,21530.5093122878,9.93454147080735
610028,1,2013,6,6,37651.6839670147,10.3694648003263
610028,1,2014,6,6,35518.2262746078,10.3363029656992
610028,1,2015,5,5,45824.3386808205,10.3619781021935
610028,1,2016,10,9,38195.0533106988,10.3196100003169
610028,1,2017,10,9,44118.6329447183,10.4121341934574
610028,1,2018,17,16,69132.7048374425,10.8336177605251
610029,0,2008,10,10,965596.062921812,13.588599707647
610029,0,2009,9,8,677040.687937592,13.3391560382947
610029,0,2010,5,5,506253.76333662,13.0873223726491
610029,0,2011,8,7,605330.977609094,13.1681408103819
610029,0,2012,9,9,719220.495335703,13.3642232886564
610029,0,2013,22,20,666279.978913043,13.3304539193145
610029,0,2014,11,11,691749.938011705,13.354646876362
610029,0,2015,10,10,736587.765495047,13.4615567285129
610029,0,2016,14,14,811584.85903601,13.5136757808326
610029,0,2017,11,10,812939.663520311,13.5252476563646
610029,0,2018,12,12,1021973.46252186,13.7354001189454
610030,0,2008,13,13,644847.282904539,13.3054334181285
610030,0,2009,18,18,525844.266553312,13.0867937868076
610030,0,2010,7,7,538019.456569831,13.1425280319751
610030,0,2011,12,12,690030.299466184,13.2462518286801
610030,0,2012,18,18,541645.138618815,13.1286089693681
610030,0,2013,19,19,546262.654477158,13.0730787144926
610030,0,2014,12,12,567950.730186642,13.0090868050562
610030,0,2015,18,18,605122.074889088,13.2243732750374
610030,0,2016,13,13,563771.889461775,13.1970271855085
610030,0,2017,14,14,587077.081245233,13.2129589171954
610030,0,2018,26,25,586874.973829724,13.2009983106679
610031,1,2008,26,22,460678.059516582,12.9080169027435
610031,1,2009,14,14,348499.202574591,12.6601048357378
610031,1,2010,24,24,302478.697802665,12.4146338798522
610031,1,2011,15,12,257736.435555924,12.1818029804895
610031,1,2012,17,14,370033.947518461,12.6767514537941
610031,1,2013,17,17,364758.722738318,12.6498613103791
610031,1,2014,27,26,553433.397262189,13.1200680871332
610031,1,2015,16,15,512004.694330898,13.040489691649
610031,1,2016,33,31,557245.921126234,13.0990629959593
610031,1,2017,19,18,642372.740930749,13.3051975697017
610031,1,2018,25,23,641266.898476843,13.3094622000641
610032,0,2008,16,14,168476.036993129,11.908391770001
610032,0,2009,14,12,120427.034018569,11.4298416234303
610032,0,2010,16,15,93162.9191794564,11.1369744764565
610032,0,2011,14,12,118996.855669507,11.1346026531288
610032,0,2012,15,15,77554.4787035836,11.0976199438775
610032,0,2013,23,22,106892.109691995,11.2711338597059
610032,0,2014,14,14,101503.76721325,11.2249907686962
610032,0,2015,16,16,112999.925262086,11.4096446374105
610032,0,2016,14,13,101014.536236776,11.3444173292146
610032,0,2017,19,19,97464.3085569597,11.2299611470521
610032,0,2018,28,24,148938.400414197,11.7571026450988
610034,0,2008,11,9,249514.89275408,12.2603276651234
610034,0,2009,19,16,143705.040466111,11.3167183009535
610034,0,2010,13,13,47882.8865017405,10.4943289348506
610034,0,2011,10,10,86747.1620413913,11.0616230919687
610034,0,2012,9,9,64165.3487151688,10.866250512365
610034,0,2013,15,14,79702.9363022939,11.0771776171658
610034,0,2014,14,13,121256.45995469,11.4728653241903
610034,0,2015,7,7,94603.0931776396,11.2653822905569
610034,0,2016,15,15,181800.532518448,11.6947305880294
610034,0,2017,19,18,161996.122144589,11.7399801086226
610034,0,2018,19,17,119397.97305913,11.5138066320496
610037,0,2008,20,18,152604.774460344,11.3621681143454
610037,0,2009,27,24,102206.2247022,10.7864725064753
610037,0,2010,22,22,70078.6325128098,10.4728296009048
610037,0,2011,16,15,139893.768938738,11.1278186279168
610037,0,2012,14,14,94001.574642346,10.8317801668166
610037,0,2013,13,12,76011.6164717442,10.6773480153824
610037,0,2014,18,15,67263.5328804712,10.8188071011489
610037,0,2015,8,8,142385.807621582,11.4900221101871
610037,0,2016,15,14,62585.243478199,10.8046455438902
610037,0,2017,19,18,57340.6693409716,10.7100020663653
610037,0,2018,9,9,97925.3811160561,11.3195582527468
610047,0,2008,15,15,77962.9579482642,10.8470714701994
610047,0,2009,15,15,57709.0302197578,10.5787261965477
610047,0,2010,20,18,86109.4273892901,10.8819503495069
610047,0,2011,12,12,48591.4319817374,10.5850069457442
610047,0,2012,13,11,109611.277047155,11.2632680954222
610047,0,2013,24,23,52381.158835478,10.6275460294093
610047,0,2014,14,14,87393.0888773436,11.0549525310557
610047,0,2015,18,18,111796.350584425,11.2273435777932
610047,0,2016,23,21,103523.61495985,11.1779305004382
610047,0,2017,17,17,116887.700698814,11.3063668998965
610047,0,2018,28,24,102589.009782256,11.2925546142124
610062,0,2008,19,19,558801.388622655,13.1769438541635
610062,0,2009,18,17,371878.331871605,12.7252316578271
610062,0,2010,20,20,447118.68823399,12.9452175277466
610062,0,2011,18,18,307022.580004589,12.5546212516626
610062,0,2012,18,18,342280.584786825,12.6203735966541
610062,0,2013,25,25,315605.083053046,12.5112784104734
610062,0,2014,22,20,358188.600227773,12.6566500355014
610062,0,2015,25,24,419497.344190873,12.8057528298611
610062,0,2016,26,26,402924.467351406,12.8534226147057
610062,0,2017,32,32,446050.169810424,12.9590325218109
610062,0,2018,30,30,508429.200142153,13.0570577209095
610065,0,2008,28,28,172128.793074513,11.6701935350695
610065,0,2009,49,48,65351.7620235662,10.679524161963
610065,0,2010,39,37,88672.4585029224,10.9138990136191
610065,0,2011,25,25,96188.0803809231,10.9173159076247
610065,0,2012,21,21,38179.4136317007,10.4447448810436
610065,0,2013,31,30,74816.6693335278,10.8278293881624
610065,0,2014,29,27,82394.1616104088,10.9084922712031
610065,0,2015,34,34,122214.148021315,11.3057749287117
610065,0,2016,42,40,133713.644718419,11.2979303806615
610065,0,2017,44,43,143328.460871107,11.5292602830524
610065,0,2018,47,45,143755.964989144,11.6091489892738
610072,1,2008,2,2,66519.5348134599,11.1046788376189
610072,1,2009,5,5,206095.438215093,11.4745910606134
610072,1,2011,2,2,97248.1164813151,10.813668891644
610072,1,2012,4,4,133322.695204795,11.5639816245593
610072,1,2013,3,3,209996.695404449,12.2499186323833
610072,1,2015,1,1,114011.973441301,11.6440587520482
610072,1,2016,7,5,82271.4528287241,10.9133060054199
610072,1,2017,2,2,61245.9680871266,10.7844609482047
610072,1,2018,4,4,53584.6562047703,10.7846105682947
610085,1,2008,10,8,539326.601867094,13.0949392870049
610085,1,2009,6,6,483243.248140897,12.9837782721853
610085,1,2010,5,5,510206.719719444,13.1028694801336
610085,1,2011,5,5,533776.8510743,13.0114775698723
610085,1,2012,7,7,410857.954658111,12.82000836421
610085,1,2013,10,9,522434.008833311,13.0064828573877
610085,1,2014,4,4,533753.152646496,13.1013521549737
610085,1,2015,11,11,549994.8523643,13.1620079955782
610085,1,2016,17,16,807330.705831646,13.5130779317388
610085,1,2017,8,8,880900.674566784,13.6019083799168
610085,1,2018,11,11,778693.327894701,13.4743045252551
610106,0,2008,27,26,129044.470772528,11.4193616337368
610106,0,2009,43,41,61644.2212302273,10.7797964344714
610106,0,2010,40,36,87155.7402626908,11.1031125017073
610106,0,2011,33,33,64068.6527990982,10.8456324456536
610106,0,2012,27,26,86434.3762359941,11.1375322967891
610106,0,2013,36,35,66774.1122878901,10.9579049467985
610106,0,2014,39,39,102718.172139654,11.3876062302726
610106,0,2015,33,33,112555.214945124,11.3906145342642
610106,0,2016,39,37,133717.951223757,11.6283685023322
610106,0,2017,44,41,156331.911354112,11.7974349124093
610106,0,2018,39,37,183618.00288268,11.9684174885255
610114,1,2008,4,4,236161.625496422,11.8069144053696
610114,1,2009,6,6,91872.306428051,10.469047112572
610114,1,2010,4,3,124066.883050745,11.1819700748283
610114,1,2011,5,5,152148.306987868,11.3859251576465
610114,1,2012,1,1,16019.0277740213,9.6815325305174
610114,1,2013,2,2,19848.385986444,9.89317305928171
610114,1,2014,3,3,67454.2690870574,10.8739691160472
610114,1,2015,1,1,31090.3681831438,10.3446533454769
610114,1,2016,2,2,157337.058221326,11.8154732372153
610114,1,2017,4,4,47333.0324762161,10.2994151812493
610114,1,2018,4,4,75522.4589037778,10.7539686608512
610116,0,2008,6,6,356267.824172716,12.27058309574
610116,0,2009,13,13,249567.394016838,11.9269515759001
610116,0,2010,10,9,294051.104601098,12.0594925885769
610116,0,2011,8,8,366285.325715597,12.419545423768
610116,0,2012,15,15,156754.170407451,11.7440362231435
610116,0,2013,18,17,197572.262150977,11.753435058857
610116,0,2014,18,17,269436.547199568,12.294947183191
610116,0,2015,11,11,217145.596197323,11.8615565353596
610116,0,2016,15,14,227123.647197642,12.0066829031128
610116,0,2017,14,13,307571.523892232,12.3735955712581
610116,0,2018,18,18,497150.825918674,12.8888740165614
610119,1,2008,19,16,600253.439274381,13.2699788270009
610119,1,2009,6,6,585156.604765515,13.2024736979581
610119,1,2010,13,12,427360.368316887,12.8559845556996
610119,1,2011,7,7,429186.227820498,12.9261261534261
610119,1,2012,31,27,520768.185364675,13.0452311970417
610119,1,2013,13,13,561802.341738393,13.1332389219457
610119,1,2014,12,12,623436.16178343,13.2936998773752
610119,1,2015,15,13,725158.417845514,13.4676263537994
610119,1,2016,28,27,728787.277988184,13.4266250603635
610119,1,2017,20,20,930058.766167433,13.6533959699819
610119,1,2018,8,8,1011698.89671463,13.7679751146511
610123,0,2008,14,13,193997.269547633,11.8348855437633
610123,0,2009,28,24,75740.9473216057,10.8637555181656
610123,0,2010,16,16,87166.2674269154,10.9281433996296
610123,0,2011,11,11,86509.5995153583,11.022085643966
610123,0,2012,14,14,63369.6000353945,10.7854007535534
610123,0,2013,21,19,57637.8109074433,10.7343897162258
610123,0,2014,18,18,88839.7597061793,11.1351676320454
610123,0,2015,19,19,136577.636444316,11.5317835929296
610123,0,2016,14,14,84436.0754919936,11.0973734471392
610123,0,2017,26,25,139728.302034692,11.5924005680796
610123,0,2018,21,20,156010.430191054,11.7231974508175
610134,1,2008,10,9,434181.886786417,12.8309728340933
610134,1,2009,13,13,67535.2453817341,10.9016419350352
610134,1,2010,8,7,93379.7899499129,11.3133084014699
610134,1,2011,7,7,118860.705027059,11.4838455664771
610134,1,2012,9,9,96578.0656485821,11.3051282622043
610134,1,2013,7,7,79137.0801697185,11.0268203612647
610134,1,2014,9,9,137380.727159932,11.4889795981717
610134,1,2015,10,9,87532.0661790044,11.0357150127935
610134,1,2016,23,22,125554.083727622,11.4511982956776
610134,1,2017,12,11,90902.7366292904,11.2993544465741
610134,1,2018,12,12,156618.486765786,11.7938296769358
610139,0,2008,12,12,134090.040401576,11.6721332726712
610139,0,2009,15,15,114364.70356341,11.3797278927968
610139,0,2010,10,10,145668.15479147,11.7324866647405
610139,0,2011,19,19,95541.4500823465,11.1847909186956
610139,0,2012,15,15,91098.1682935028,11.2527290367906
610139,0,2013,16,16,78024.5204300216,10.9866394006267
610139,0,2014,32,32,84082.1716428635,11.1989041488685
610139,0,2015,24,24,103370.548941112,11.3265242733154
610139,0,2016,21,21,96800.456359994,11.3097688113095
610139,0,2017,26,26,114994.716666982,11.5225725099135
610139,0,2018,30,30,130662.831327524,11.6347015260795
610143,0,2008,8,7,371526.195649065,12.3835125679137
610143,0,2009,5,4,189110.837105025,11.8078552771599
610143,0,2010,5,5,73845.1249936257,10.5475737075496
610143,0,2011,3,3,197964.507748784,11.2601117963498
610143,0,2012,7,6,287332.839877364,11.7463561465336
610143,0,2013,12,11,475757.638944559,12.341925841576
610143,0,2015,6,6,404433.209923545,11.920490845233
610143,0,2016,3,3,346717.593732202,12.3188551379624
610143,0,2017,6,6,190824.117403645,11.4255107532791
610143,0,2018,10,9,583893.368245651,12.1259784309284
610150,1,2008,8,7,202423.97922059,11.8155713808549
610150,1,2010,3,3,25026.0804263,10.1072644908505
610150,1,2011,1,1,190576.154400316,12.1578071542975
610150,1,2012,6,5,83792.1330103663,11.0679878315897
610150,1,2013,8,8,149444.531226109,11.7249115775079
610150,1,2014,5,5,133930.07189427,11.5233446702512
610150,1,2015,5,4,245621.920626279,12.2779075302584
610150,1,2016,1,1,15347.8546812471,9.63873098306864
610150,1,2017,3,3,259827.886451123,12.2102181496394
610150,1,2018,3,3,168855.808414025,11.7618015704868
610156,1,2008,4,4,338097.470198378,12.6474601669614
610156,1,2009,8,8,85328.6179492153,10.8551435895004
610156,1,2010,13,13,117155.457606596,11.2916437801461
610156,1,2011,6,6,104847.254165523,11.2308586045346
610156,1,2012,7,7,80377.8994739836,11.1114994170816
610156,1,2013,4,4,137343.656731536,11.7705129477742
610156,1,2014,6,6,95638.6846459525,11.2567014072658
610156,1,2015,5,5,75526.2491836215,11.0821086472939
610156,1,2016,22,22,95570.542873814,11.2462240754646
610156,1,2017,18,17,167931.081782899,11.8085644822755
610156,1,2018,28,25,138394.50808941,11.6630840748599
610160,1,2008,16,16,80602.6588797531,10.7739658167937
610160,1,2009,22,20,22737.569108714,9.96215330727975
610160,1,2010,8,7,52429.9228536555,10.5370275489636
610160,1,2011,7,7,18818.5882453008,9.80220048088322
610160,1,2012,5,5,72103.5102812324,10.6861911865608
610160,1,2013,4,3,22586.6115019753,9.96396947952022
610160,1,2014,12,9,48300.300870521,10.5858679714358
610160,1,2015,5,5,21998.2134905019,9.95093356056082
610160,1,2016,4,4,24441.2279756547,9.99946322171575
610160,1,2017,9,9,69144.4114994164,10.8841130731143
610160,1,2018,11,11,35437.6873032928,10.3062217904979
610161,1,2008,23,21,160213.575141458,11.4422634387512
610161,1,2009,30,28,86268.0395770089,10.6178747284405
610161,1,2010,12,12,62577.0771475346,10.5998172371949
610161,1,2011,21,20,140119.022184021,11.055190876285
610161,1,2012,13,12,94305.9582447206,10.7224162891208
610161,1,2013,16,16,103192.923675845,10.8540710756982
610161,1,2014,8,8,53386.2305979447,10.2638050609396
610161,1,2015,14,14,60233.2298425545,10.3852506229264
610161,1,2016,7,7,37268.5246032082,10.4234642943892
610161,1,2017,25,24,65872.9713401972,10.6486165329962
610161,1,2018,16,16,98654.9317272075,11.1368439992067
610172,0,2008,27,24,194003.287380072,11.6737762876396
610172,0,2009,25,22,104190.556917008,10.734209097509
610172,0,2010,18,17,80751.3963005867,10.6913098354149
610172,0,2011,14,14,119760.316098206,10.9000892254883
